atr_pct,bar_cos,bar_sin,body_atr,body_change_ratio,close_location,closing_bar,distance_session_high_atr,distance_session_low_atr,doji_score,ema_slope_atr,ema_spread_atr,engulfing_strength_signed,gap_bps,hammer_score,inverted_hammer_score,lower_wick_body,lower_wick_range,marubozu_score,open_location,opening_bar,overlap_fraction,overnight_gap_abs,range_atr,range_change_ratio,realized_vol_13,relative_volume,return_1,return_13,return_2,return_26,return_4,return_8,shock_volume_flag,signed_body_fraction,three_bar_body_balance,three_bar_close_progress,upper_wick_body,upper_wick_range,volume_zscore,valid,entry_time,exit_time,entry_price,exit_price,net_return,gross_return,bars_held,exit_reason,mfe,mae,gap_through_stop,gap_through_target,symbol,signal_time,session,predicted_net_return,spot,strike,dte,iv,delta,open_interest,option_volume,spread_fraction,premium_mid,liquid,expected_option_return,option_downside_semivariance,option_probability_profit,option_cvar10,option_utility,expected_exit_iv,entry_fill,expected_hold_sessions,realized_option_return,option_exit_fill,realized_exit_iv,fold,bull_regime_score,extreme_bull_regime,option_overlay_eligible,fixed_05_overlay_fraction,fixed_05_additive_return,fixed_10_overlay_fraction,fixed_10_additive_return,fixed_20_overlay_fraction,fixed_20_additive_return,fixed_30_overlay_fraction,fixed_30_additive_return,tiered_overlay_fraction,tiered_additive_return
0.01468711547266423,0.120536680255323,0.992708874098054,0.564618501861195,1.7983086846728067,0.6471811382014745,0.0,0.48249348105507467,2.0285153910806795,0.5871279820373021,1.387656977448714,1.797809253723485,0.0,0.0,0.07188050493042944,0.12805641609779858,0.5675102938552792,0.23430912023877656,0.412872017962698,0.23430912023877656,0.0,0.4001123290325726,0.0,1.3675387948238404,1.5777900628952843,0.008717107286447055,1.7312789508825293,0.008361959664835439,0.08359743060766966,0.013072648489512728,0.1083868748500445,0.050430332847464676,0.06083171108362051,0.0,0.41287201796269796,1.0,1.1758398721731913,0.8545477689170627,0.35281886179852545,2.0004590623197283,True,2017-09-11 15:30:00+00:00,2017-09-11 17:00:00+00:00,196.57476203170572,192.67715512259466,-0.020427605888096733,-0.019827605888096733,4,stop,0.005051147705920078,-0.020520611264160826,False,False,NVDA,2017-09-11 15:00:00+00:00,179,0.018586019974624543,196.57476203170572,195.0,14.0,0.5536712674376507,0.5572152589131627,1634.0,254.0,0.034480978036099674,11.209935418098752,True,0.08390702211993677,9.629878849862354e-05,0.9135802469135802,-0.022637161362170907,0.02569967229497415,0.5203279041859836,11.403200186567531,0.38461538461538464,-0.1331278014664845,9.88511721604759,0.6104401535699107,1,4,True,True,0.05,-0.02708399596142096,0.1,-0.03374038603474518,0.2,-0.04705316618139364,0.3,-0.06036594632804208,0.1,-0.03374038603474518
0.01825854374984288,-0.9709418174260521,-0.23931566428755743,0.32238474981804305,0.6891798084418922,0.7306012681619264,0.0,0.2315285257641817,3.6384780052473187,0.6248840505580956,1.0796414894352098,1.7870980517972714,0.0,0.0,0.14421643183476537,0.09641420322651742,0.9476678324358022,0.355485318720022,0.3751159494419044,0.355485318720022,0.0,0.46991507982287756,0.0,0.8594269326529183,0.7490857822305257,0.007661804097706881,1.2705218489968209,0.005921129461424979,0.0848127134732497,0.014638456322765059,0.13717372650199167,0.023853534240294127,0.06856917392449446,0.0,0.3751159494419044,1.0,1.828080682713133,0.7181745597291862,0.26939873183807367,0.8238981921212394,True,2017-09-11 17:30:00+00:00,2017-09-12 13:30:00+00:00,192.0691748013026,194.7167854441366,0.013184672348246208,0.013784672348246207,6,ambiguous_stop_first,0.040196726602026445,-0.015232462947905034,False,False,TSLA,2017-09-11 17:00:00+00:00,179,0.010572929991955842,192.0691748013026,190.0,14.0,0.49454062082713834,0.56760094662997,854.0,70.0,0.04884183375236534,10.169702343134759,True,0.006008014144364426,0.0017234366825341616,0.5308641975308642,-0.10467633615418713,-0.08098667538516731,0.4669377809365804,10.418055798711972,0.38461538461538464,0.07504808680284336,11.199910954610573,0.4887022928994407,1,5,True,False,0.0,0.013184672348246208,0.0,0.013184672348246208,0.0,0.013184672348246208,0.0,0.013184672348246208,0.0,0.013184672348246208
0.010195330809915259,-0.35460488704253545,0.9350162426854148,0.31485850046170744,1.8792601235313133,0.5817958900309383,0.0,1.1560180932413977,0.6246739844028272,0.6232396936385894,0.39090680509043635,1.6539729083105448,0.0,0.0,0.06577617230931279,0.18331782481437078,0.5442069671546398,0.20503558366952773,0.37676030636141056,0.20503558366952773,0.0,0.4722149372170316,0.0,0.8356997675855925,1.544506285140699,0.004693980598549096,1.275858427666659,0.003220424411676248,0.0311114075259169,0.004942560433943699,0.06722466825296958,-0.0023788618579831944,0.006330052436126721,0.0,0.37676030636141056,0.26493665461591803,0.1969310585975666,1.110000450969003,0.41820410996906165,0.8477662291305332,True,2017-09-12 16:00:00+00:00,2017-09-12 18:00:00+00:00,192.64395201814975,192.21742961569504,-0.0028140451230699963,-0.0022140451230699965,5,momentum_decay,0.003239659426836905,-0.0030593649880655827,False,False,AAPL,2017-09-12 15:30:00+00:00,180,0.002012885026735635,,,,,,,,,,,,,,,,,,,,,,1,1,False,False,0.0,-0.0028140451230699963,0.0,-0.0028140451230699963,0.0,-0.0028140451230699963,0.0,-0.0028140451230699963,0.0,-0.0028140451230699963
0.013816514784052153,0.120536680255323,0.992708874098054,0.11943868062618973,0.8608611921117607,0.5048808240348043,0.0,0.8182061764990243,0.4491091353225179,0.7724627772002969,0.4979465249710572,1.358946761707656,0.0,0.0,0.15845679952441127,0.4048978333502856,1.2188933213726847,0.27734360123510116,0.22753722279970312,0.27734360123510116,0.0,0.5379852935689515,0.0,0.5249193040003369,0.9324532943670826,0.006751692266404687,1.055640838189428,0.0016529540448915192,0.018729829391599395,0.0035799447656585937,0.06048482244584785,0.01661919222956665,0.028725054738837352,0.0,0.2275372227997031,0.38122594004923427,0.13594489111513125,2.1759919975797315,0.4951191759651958,0.14939963744763338,True,2017-09-21 15:30:00+00:00,2017-09-21 16:00:00+00:00,196.68676395575653,193.0181044200267,-0.019252294958470428,-0.018652294958470428,2,stop,0.014436583457939411,-0.021539559167418565,False,False,TSLA,2017-09-21 15:00:00+00:00,187,0.0005894922009205617,,,,,,,,,,,,,,,,,,,,,,1,2,False,False,0.0,-0.019252294958470428,0.0,-0.019252294958470428,0.0,-0.019252294958470428,0.0,-0.019252294958470428,0.0,-0.019252294958470428
0.007894079314585783,1.0,0.0,0.42943846587493995,0.7459023308877651,0.7695176167730684,0.0,0.251560942187608,0.8398931579720668,0.6065446400246102,0.6104439597974693,0.1888677451733618,0.0,7.835607119301979,0.14870458633787723,0.07389669960564506,0.9557939605162,0.3760622567976786,0.39345535997538983,0.3760622567976786,1.0,0.3283373771668313,0.0007835607119301979,1.0914541001596747,0.7896477325068789,0.0037540119430976527,1.2986415404381235,0.004187778681253418,0.014755153357590922,0.008791795878444475,0.022434614054373858,0.015419577277551388,0.016548738971179366,0.0,0.3934553599753898,1.0,1.265534217127,0.58579042674894,0.23048238322693165,0.9870359621703629,True,2017-10-02 14:00:00+00:00,2017-10-02 15:00:00+00:00,234.2316933025154,231.73548448987367,-0.01125700707469086,-0.01065700707469086,3,stop,0.0028331408883726095,-0.011893464255551489,False,False,MSFT,2017-10-02 13:30:00+00:00,194,0.005160497030485342,234.2316933025154,230.0,30.0,0.25815469561522186,0.6189331172075484,1664.0,243.0,0.025507367530313053,11.160532743854645,True,0.0014449295863736365,0.002849238817758786,0.49382716049382713,-0.13134866249558808,-0.06387728802014414,0.24451424723739026,11.302870649120441,0.38461538461538464,-0.1250619431955744,9.889311682053215,0.2702934752876018,1,0,False,False,0.0,-0.01125700707469086,0.0,-0.01125700707469086,0.0,-0.01125700707469086,0.0,-0.01125700707469086,0.0,-0.01125700707469086
0.007746371804320902,0.5680647467311559,0.8229838658936564,0.33014022277665606,0.2834754982959359,0.718698288476378,0.0,0.2664160505091177,2.293335052205476,0.6322832164545653,0.38267749876464147,0.4976570962861365,0.0,0.0,0.14457985636530019,0.1046420873458869,0.954488673446675,0.3509815049309433,0.3677167835454346,0.3509815049309433,0.0,0.3507415756173081,0.0,0.8978111349542585,0.35074157561723296,0.0033989367020968884,1.9140899770704352,0.002563945920059263,0.008949255257994837,0.011714583254117894,0.032082871255009415,0.012825947326132514,0.010758533391383995,0.0,0.36771678354543463,0.6430882205290877,1.465067623548496,0.7649955729812296,0.28130171152362204,2.5949427595157224,True,2017-10-03 15:00:00+00:00,2017-10-03 17:30:00+00:00,235.27521135751476,234.04749286777434,-0.0058182228746352475,-0.005218222874635248,6,momentum_decay,0.007145162192941701,-0.008113350045763967,False,False,MSFT,2017-10-03 14:30:00+00:00,195,0.0071549227715168775,235.27521135751476,235.0,14.0,0.25172893595427287,0.5346031437410744,1525.0,157.0,0.034173257909129284,5.966338484302554,True,0.06136469577126391,0.0034781631267066532,0.6666666666666666,-0.16039257204435003,-0.010350872697677933,0.2381518835536993,6.068283096201171,0.38461538461538464,-0.14288885094632786,5.201193097367961,0.25451660572664786,1,0,False,False,0.0,-0.0058182228746352475,0.0,-0.0058182228746352475,0.0,-0.0058182228746352475,0.0,-0.0058182228746352475,0.0,-0.0058182228746352475
0.016656211263514596,-0.35460488704253545,0.9350162426854148,0.6357057920458533,6.55449137518115,0.630877969892242,0.0,1.2929881730429045,1.2813172388072551,0.5703943569168365,0.12346626202522641,-0.10731597499431526,0.0,0.0,0.05619703696445646,0.1304826250870688,0.4685048486898055,0.20127232680907856,0.4296056430831635,0.20127232680907856,0.0,0.27387148650748455,0.0,1.4797426483590037,3.651347618372019,0.011731866235806495,1.1353590384021546,0.010701765077913983,0.020038838609057752,0.012354674706450464,-0.005644699362424732,-0.007220223773040324,0.010775096964455555,0.0,0.4296056430831635,1.0,0.7571717371092734,0.8592113163562265,0.36912203010775796,0.4328212927678425,True,2017-10-04 16:00:00+00:00,2017-10-04 18:30:00+00:00,166.12341853699343,166.15664322070083,-0.000400000000000022,0.00019999999999997797,6,stop,0.01958499891262644,-0.00257844617340941,False,False,NVDA,2017-10-04 15:30:00+00:00,196,0.002498209782766458,,,,,,,,,,,,,,,,,,,,,,1,0,False,False,0.0,-0.000400000000000022,0.0,-0.000400000000000022,0.0,-0.000400000000000022,0.0,-0.000400000000000022,0.0,-0.000400000000000022
0.01437202032537227,1.0,0.0,0.39001723479116573,1.724311390843008,0.7993572127244051,0.0,0.20906388595160133,0.8329067165821417,0.6256926694066347,0.9578292830611475,0.34950423761052907,0.0,646.6897820590777,0.1893181611924475,0.06427842090633634,1.1355638732930922,0.4250498821310398,0.3743073305933653,0.4250498821310398,1.0,0.0,0.06466897820590778,1.041970602533743,1.7697858253822953,0.01918003759686251,3.108196380339407,0.07067044539683631,0.08298088541898463,0.07440993002757024,0.07611998368294581,0.07936807924897904,0.08995371644976635,1.0,0.37430733059336524,1.0,7.448424362970531,0.5360375575795463,0.20064278727559498,3.7551615905852374,True,2017-10-05 14:00:00+00:00,2017-10-05 14:30:00+00:00,172.34171068628856,168.99789761828333,-0.020002227439252573,-0.019402227439252573,2,stop,0.013071108089096617,-0.022139646602689633,False,False,AAPL,2017-10-05 13:30:00+00:00,197,0.016444427044722865,,,,,,,,,,,,,,,,,,,,,,1,5,True,False,0.0,-0.020002227439252573,0.0,-0.020002227439252573,0.0,-0.020002227439252573,0.0,-0.020002227439252573,0.0,-0.020002227439252573
0.012788932025080224,-0.7485107481711012,0.6631226582407952,0.05362747077481985,0.11007560213773311,0.7541107483441403,0.0,0.40679374614263203,1.1086598059343142,0.8712941503341126,0.7838512023989982,1.3597865790175252,0.0,0.0,0.6570522837363295,0.20784850088605555,4.859180062888618,0.625404898678253,0.12870584966588738,0.625404898678253,0.0,0.32543092924468464,0.0,0.41666692628216623,0.3254309292445836,0.006569516601488553,1.1286575732254762,0.0006863087751076691,0.07037400816658246,0.006964617864875899,0.06509839841974685,0.009031209655663286,0.02342873646774346,0.0,0.12870584966588736,1.0,0.5331601209482528,1.9104745611201952,0.24588925165585968,0.25865538235678787,True,2017-10-05 16:30:00+00:00,2017-10-05 19:30:00+00:00,196.80354138931858,198.1967595259506,0.006479233060526713,0.007079233060526713,7,stop,0.021786504889369063,-0.006299663846576653,False,False,TSLA,2017-10-05 16:00:00+00:00,197,0.0027122149929750695,,,,,,,,,,,,,,,,,,,,,,1,2,False,False,0.0,0.006479233060526713,0.0,0.006479233060526713,0.0,0.006479233060526713,0.0,0.006479233060526713,0.0,0.006479233060526713
0.015435399997662793,1.0,0.0,0.027130063271167935,0.22543929966725998,0.732227144559885,0.0,0.05115143722965677,0.1398740389919102,0.8579767274617325,0.8186970676295461,2.4560283773780216,0.0,-189.99283712303082,0.6282338492481392,0.22096787434585413,4.155684216152831,0.5902038720216176,0.1420232725382674,0.5902038720216176,1.0,0.0,0.018999283712303083,0.191025476221567,0.38899468480232474,0.008953932686767793,1.3140462982248395,-0.018588304434917435,0.026381073894575335,-0.016795908398893555,0.11155108418363535,-0.010672986971572596,0.02279744695044572,0.0,0.14202327253826746,1.0,-0.8305189790184205,1.8854153312398145,0.2677728554401149,0.49014561194007444,True,2017-10-06 14:00:00+00:00,2017-10-06 16:00:00+00:00,176.88827009102107,176.80930445411664,-0.0010464153381329437,-0.0004464153381329439,5,momentum_decay,0.009176814930100141,-0.0045133650763086175,False,False,AAPL,2017-10-06 13:30:00+00:00,198,0.003420836097533195,,,,,,,,,,,,,,,,,,,,,,1,2,False,False,0.0,-0.0010464153381329437,0.0,-0.0010464153381329437,0.0,-0.0010464153381329437,0.0,-0.0010464153381329437,0.0,-0.0010464153381329437
