return_1,return_3,return_6,return_12,ema_spread_atr,ema_fast_slope_atr,atr_pct,volatility_12,volume_zscore,body_fraction,upper_wick_fraction,lower_wick_fraction,regime_spread_bps,momentum_bps,hour_sin,hour_cos,weekend,entry_run_return_bps,relative_volume,candidate_id,timestamp,strategy_version,symbol,entry_price,atr,stop_price,target_price,max_hold_bars,label_status,maturity_timestamp,exit_price,exit_reason,ambiguous_same_bar,target_hit_first,gross_return,net_return,positive_net,bars_held,mfe_return,mae_return,planted_quality,planted_target,resolution_delay_bars
0.0008600000000000829,0.0024219501228801565,0.003239163987899474,0.004069682764650029,1.0099967866957889,0.1916252855533643,0.002165778878836773,0.0006499045660354371,4.573247556884448,0.6399999999999544,0.18000000000002284,0.18000000000002284,21.97251485491103,40.69682764650029,-0.6427876096865389,-0.7660444431189783,1.0,24.219501228801565,1.2918022857217248,e2c637b8b51e3d06df88422e,2022-01-09 14:40:00+00:00,selective_long_5m_v1,BTCUSDT,30861.68151042332,66.83957798066218,30761.422143452328,31028.780455374977,48,MATURED,2022-01-09 17:40:00+00:00,30761.422143452328,stop_loss,False,False,-0.00324866831825521,-0.00614866831825521,0,36.0,,,0,0,36
0.0008600000000000829,0.0024219501228801565,0.0022149919718805755,0.004153851196300851,1.7416830582848182,0.19477313654687017,0.0020574460549128573,0.0004377960705922777,4.573941052052559,0.6400000000000141,0.17999999999999297,0.17999999999999297,36.0427856476786,41.5385119630085,0.7071067811865476,-0.7071067811865475,0.0,24.219501228801565,1.2921610960591154,8232513ae17bb4e8d57efdcd,2022-01-10 09:00:00+00:00,selective_long_5m_v1,BTCUSDT,30797.594799932096,63.36438992192502,30702.54821504921,30956.00577473691,48,MATURED,2022-01-10 12:00:00+00:00,30702.54821504921,stop_loss,False,False,-0.00308616908236925,-0.00598616908236925,0,36.0,,,0,0,36
0.0008600000000000829,0.0024219501228801565,0.002298178761582337,0.003690140486724669,1.1928088006093462,0.1967266400416497,0.0020396862160639065,0.0004931444120997722,4.56434713914593,0.6399999999999475,0.18000000000002625,0.18000000000002625,24.44296935606438,36.90140486724669,0.9396926207859084,0.3420201433256686,0.0,24.219501228801565,1.2916860273370168,48ac006503e27d78d4b8a0d0,2022-01-14 04:40:00+00:00,selective_long_5m_v1,BTCUSDT,30977.25658345587,63.183883264749845,30882.480758558744,31135.216291617744,48,MATURED,2022-01-14 05:20:00+00:00,30882.480758558744,stop_loss,False,False,-0.003059529324095922,-0.005959529324095922,0,8.0,,,0,0,8
0.0012000000000000899,0.003303621320000172,0.0026638153753753002,0.003889750494551203,1.4403154129164124,0.22410232853771628,0.0021074718149562827,0.0006008425856744808,5.046906800962345,0.8800000000000139,0.05999999999999307,0.05999999999999307,30.526195908797682,38.897504945512026,-0.25881904510252157,0.9659258262890681,0.0,33.03621320000172,2.098792582097895,8157c295920f8068e22bd88a,2022-01-14 23:00:00+00:00,selective_long_5m_v1,BTCUSDT,30835.74986540532,64.9854737343837,30738.271654803742,30998.21354974128,48,MATURED,2022-01-15 03:00:00+00:00,30819.947477699436,time_exit,False,False,-0.0005124697072346196,-0.0034124697072346194,0,48.0,,,1,0,180
0.0008600000000000829,0.0024219501228799345,0.003761197962562024,0.004017266427985389,1.217194069959996,0.2076454516404379,0.0020723818851529365,0.00041296976550135383,4.5652886364123875,0.64000000000005,0.179999999999975,0.179999999999975,25.348846377781786,40.17266427985389,-0.5735764363510458,-0.819152044288992,1.0,24.219501228799345,1.2919218444903386,2ec11a58f1f8ac003d8c78b5,2022-01-22 14:20:00+00:00,selective_long_5m_v1,BTCUSDT,30349.715208645895,62.896200017948324,30255.370908618974,30506.955708690766,48,MATURED,2022-01-22 17:20:00+00:00,30255.370908618974,stop_loss,False,False,-0.003108572827729361,-0.006008572827729361,0,36.0,,,0,0,36
0.0008600000000000829,0.0024219501228801565,0.003625598931394247,0.005026303531878273,1.3756104505670383,0.2101244679235034,0.0021898961907302087,0.0005808236979069045,4.572910879966731,0.6400000000000565,0.17999999999997174,0.17999999999997174,30.29235968583288,50.263035318782734,0.7660444431189783,-0.642787609686539,1.0,24.219501228801565,1.2916357982962707,d0a93e0b0b627ecd76714dd1,2022-01-23 08:40:00+00:00,selective_long_5m_v1,BTCUSDT,30676.599829142568,67.17856911039428,30575.831975476976,30844.546251918553,48,MATURED,2022-01-23 11:40:00+00:00,30844.546251918553,profit_target,False,True,0.0054747404768256125,0.0025747404768256127,1,36.0,,,0,1,36
0.0008600000000000829,0.0024219501228801565,0.0029428200630166046,0.003734652507773939,0.9469917700105045,0.18112058038230838,0.002155864147854098,0.0006269110964242198,4.570220573079686,0.640000000000018,0.17999999999999103,0.17999999999999103,20.5017414996278,37.346525077739386,-0.6427876096865396,0.7660444431189778,0.0,24.219501228801565,1.2917786668707614,644b0407e11d7889f238110b,2022-01-24 21:20:00+00:00,selective_long_5m_v1,BTCUSDT,30187.86828770971,65.08094294161504,30090.246873297285,30350.570645063748,48,MATURED,2022-01-24 21:30:00+00:00,30090.246873297285,stop_loss,False,False,-0.0032337962217812155,-0.006133796221781215,0,2.0,,,0,0,2
0.0008600000000000829,0.0024219501228801565,0.0038696495239143314,0.005863927442619321,1.692195395491408,0.23474205687881614,0.0021619146218060945,0.00045044880483298817,4.5749237507747935,0.640000000000007,0.1799999999999965,0.1799999999999965,36.82130196855926,58.63927442619321,-0.8191520442889916,-0.5735764363510464,0.0,24.219501228801565,1.2917259509113674,1bf64bcf9b455be2855545cb,2022-01-25 15:40:00+00:00,selective_long_5m_v1,BTCUSDT,30816.751806068947,66.62318632610983,30716.81702657978,30983.309771884222,48,MATURED,2022-01-25 19:40:00+00:00,30796.98879806305,time_exit,False,False,-0.0006413073035818062,-0.003541307303581806,0,48.0,,,0,0,180
0.0012000000000000899,0.00330362131999995,0.0036254356152969347,0.0066954637803255945,1.4762934978911093,0.22861524968785069,0.0022412752630134236,0.0008867716002260603,5.04840495390061,0.8800000000000721,0.05999999999996399,0.05999999999996399,33.29177714844755,66.95463780325595,-0.9961946980917455,0.08715574274765789,0.0,33.036213199999494,2.098481729097797,7a3b0f7ca4f73cd7e73302a1,2022-01-31 18:20:00+00:00,selective_long_5m_v1,BTCUSDT,31154.727487084387,69.82632004272659,31049.988007020296,31329.2932871912,48,MATURED,2022-01-31 18:30:00+00:00,31329.2932871912,profit_target,False,True,0.0056031881575335785,0.0027031881575335787,1,2.0,,,1,1,2
0.000860000000000305,0.0024219501228801565,0.0018956179622882097,0.003363703026908471,1.394256432333317,0.17030224826868803,0.0021028998502328985,0.000566239489408328,4.564301109930349,0.640000000000048,0.179999999999976,0.179999999999976,29.46424096707867,33.63703026908471,0.9659258262890683,-0.25881904510252063,0.0,24.219501228801565,1.2916873401146922,84df74d1be62c3b0af607839,2022-02-02 07:00:00+00:00,selective_long_5m_v1,BTCUSDT,31634.66411082082,66.52453042081315,31534.877315189602,31800.975436872854,48,MATURED,2022-02-02 10:00:00+00:00,31534.877315189602,stop_loss,False,False,-0.003154349775349341,-0.006054349775349341,0,36.0,,,0,0,36
