open_time,open,high,low,close,volume
2022-01-01 00:00:00+00:00,30000.0,30029.999999999996,29964.798019248563,29994.792812060623,101.66711837843557
2022-01-01 00:05:00+00:00,29994.792812060623,30026.739050676806,29964.798019248563,29996.74230836844,101.20441802569854
2022-01-01 00:10:00+00:00,29996.74230836844,30026.739050676806,29965.266219587873,29995.26148106894,101.55398870298369
2022-01-01 00:15:00+00:00,29995.26148106894,30025.256742550006,29965.130707095046,29995.125832927974,101.61960341854044
2022-01-01 00:20:00+00:00,29995.125832927974,30026.463980344757,29965.130707095046,29996.46751283193,101.76272224134472
2022-01-01 00:25:00+00:00,29996.46751283193,30042.322860347325,29966.471045319096,30012.31054979753,101.49437621816317
2022-01-01 00:30:00+00:00,30012.31054979753,30043.864624452097,29982.29823924773,30013.850773678423,102.01248935448318
2022-01-01 00:35:00+00:00,30013.850773678423,30043.864624452097,29983.128585679515,30013.14172740692,101.72881945572875
2022-01-01 00:40:00+00:00,30013.14172740692,30050.934359083127,29983.128585679515,30020.913445637492,102.17561214239436
2022-01-01 00:45:00+00:00,30020.913445637492,30062.865142815015,29990.892532191854,30032.832310504513,101.63826074622204
2022-01-01 00:50:00+00:00,30032.832310504513,30062.865142815015,29989.395621364463,30019.415036400864,101.09664518843705
2022-01-01 00:55:00+00:00,30019.415036400864,30050.54980758806,29989.395621364463,30020.529278309754,101.53336798474102
2022-01-01 01:00:00+00:00,30020.529278309754,30050.966092649585,29990.508749031444,30020.945147502087,101.85112064240526
2022-01-01 01:05:00+00:00,30020.945147502087,30050.966092649585,29986.194189629663,30016.210400029693,101.58336777073441
2022-01-01 01:10:00+00:00,30016.210400029693,30051.200405014002,29986.194189629663,30021.17922578822,101.88810036625009
2022-01-01 01:15:00+00:00,30021.17922578822,30056.333392619512,29991.158046562432,30026.307085533983,101.33471252295178
2022-01-01 01:20:00+00:00,30026.307085533983,30056.333392619512,29992.9152307399,30022.93816890881,101.55235905427638
2022-01-01 01:25:00+00:00,30022.93816890881,30052.961107077717,29985.696054814605,30015.711766581186,101.65176869627042
2022-01-01 01:30:00+00:00,30015.711766581186,30046.490636264698,29985.696054814605,30016.474162102597,101.54122540064951
2022-01-01 01:35:00+00:00,30016.474162102597,30051.886638340435,29986.457687940496,30021.86477356687,101.40077838884808
2022-01-01 01:40:00+00:00,30021.86477356687,30055.805616790636,29991.842908793304,30025.779836953687,101.7184348635605
2022-01-01 01:45:00+00:00,30025.779836953687,30055.805616790636,29991.915830740967,30021.937768509477,101.80455876354124
2022-01-01 01:50:00+00:00,30021.937768509477,30051.959706277983,29989.589411354278,30019.609020374653,101.84398333536754
2022-01-01 01:55:00+00:00,30019.609020374653,30057.687267163263,29989.589411354278,30027.65960755571,101.86578627352164
2022-01-01 02:00:00+00:00,30027.65960755571,30057.687267163263,29990.79589534923,30020.816712061292,101.78277736395587
2022-01-01 02:05:00+00:00,30020.816712061292,30053.880012926857,29990.79589534923,30023.85615677009,101.59005685674526
2022-01-01 02:10:00+00:00,30023.85615677009,30053.880012926857,29984.240231642067,30014.254486128193,101.58249984366735
2022-01-01 02:15:00+00:00,30014.254486128193,30044.26874061432,29980.57765732219,30010.588245567757,101.5516155143033
2022-01-01 02:20:00+00:00,30010.588245567757,30040.59883381332,29980.336395641916,30010.3467423843,102.35445812137391
2022-01-01 02:25:00+00:00,30010.3467423843,30042.817909430676,29980.336395641916,30012.80510432635,101.9376258147374
2022-01-01 02:30:00+00:00,30012.80510432635,30042.817909430676,29976.61048124932,30006.61709834767,102.2454588943589
2022-01-01 02:35:00+00:00,30006.61709834767,30036.623715446014,29967.124698134412,29997.121819954365,102.3856277968689
2022-01-01 02:40:00+00:00,29997.121819954365,30028.962286813286,29967.124698134412,29998.9633234898,101.72270685743445
2022-01-01 02:45:00+00:00,29998.9633234898,30028.962286813286,29965.159806103075,29995.154961064138,102.19081722213427
2022-01-01 02:50:00+00:00,29995.154961064138,30025.150116025197,29962.82648618387,29992.81930548936,101.84092755091086
2022-01-01 02:55:00+00:00,29992.81930548936,30031.575936862228,29962.82648618387,30001.57436249973,102.43295417736839
2022-01-01 03:00:00+00:00,30001.57436249973,30039.763268819224,29971.57278813723,30009.753515303924,102.41923552331434
2022-01-01 03:05:00+00:00,30009.753515303924,30039.763268819224,29978.651142865507,30008.659802668175,102.38126905287073
2022-01-01 03:10:00+00:00,30008.659802668175,30048.310591347607,29978.651142865507,30018.29229904856,101.906592302013
2022-01-01 03:15:00+00:00,30018.29229904856,30056.646330554646,29988.27400674951,30026.619710843806,101.97511651749363
2022-01-01 03:20:00+00:00,30026.619710843806,30056.646330554646,29987.363026002393,30017.3804064088,102.07908087632038
2022-01-01 03:25:00+00:00,30017.3804064088,30052.408248860967,29987.363026002393,30022.385862997973,101.95231325655766
2022-01-01 03:30:00+00:00,30022.385862997973,30065.1960989399,29992.363477134975,30035.160938001904,101.93830814787736
2022-01-01 03:35:00+00:00,30035.160938001904,30065.34525209076,30005.125777063902,30035.309942148615,102.41877313728895
2022-01-01 03:40:00+00:00,30035.309942148615,30065.34525209076,29997.29131276222,30027.318631393613,102.48441220849449
2022-01-01 03:45:00+00:00,30027.318631393613,30068.035577095845,29997.29131276222,30037.997579516334,101.63816872993462
2022-01-01 03:50:00+00:00,30037.997579516334,30072.831737159027,30007.95958193682,30042.78894821082,102.35693396010876
2022-01-01 03:55:00+00:00,30042.78894821082,30082.187735042276,30012.746159262606,30052.135599442838,102.07404548505762
2022-01-01 04:00:00+00:00,30052.135599442838,30082.187735042276,30014.67086125077,30044.715576827595,102.60229915414854
2022-01-01 04:05:00+00:00,30044.715576827595,30074.76029240442,30012.81090781011,30042.853761571685,103.2979233639497
2022-01-01 04:10:00+00:00,30042.853761571685,30072.896615333255,30003.953881164045,30033.987869033077,102.68682024221268
2022-01-01 04:15:00+00:00,30033.987869033077,30068.10410099956,30003.953881164045,30038.0660349646,101.98696963541002
2022-01-01 04:20:00+00:00,30038.0660349646,30068.10410099956,30005.04283918793,30035.077917105034,102.39447884344608
2022-01-01 04:25:00+00:00,30035.077917105034,30065.23606288521,30005.04283918793,30035.20086202319,102.50759597584236
2022-01-01 04:30:00+00:00,30035.20086202319,30065.23606288521,29998.48326737083,30028.51177914998,102.11928471706499
2022-01-01 04:35:00+00:00,30028.51177914998,30060.72363456714,29998.48326737083,30030.69294162552,102.60445001219385
2022-01-01 04:40:00+00:00,30030.69294162552,30060.72363456714,29990.781188369056,30020.801990359414,102.72749050488522
2022-01-01 04:45:00+00:00,30020.801990359414,30050.82279234977,29988.873896347224,30018.89278913636,102.07471504240742
2022-01-01 04:50:00+00:00,30018.89278913636,30057.527771529913,29988.873896347224,30027.500271258657,102.32494730644537
2022-01-01 04:55:00+00:00,30027.500271258657,30058.880692665327,29997.4727709874,30028.851840824507,101.92973570512844
2022-01-01 05:00:00+00:00,30028.851840824507,30065.29792140249,29998.822988983684,30035.262658743748,102.45279994973046
2022-01-01 05:05:00+00:00,30035.262658743748,30071.43627944742,30005.227396085003,30041.39488456286,102.64233373643134
2022-01-01 05:10:00+00:00,30041.39488456286,30073.825013937905,30011.353489678295,30043.7812327052,102.06545606230634
2022-01-01 05:15:00+00:00,30043.7812327052,30078.196364157116,30013.737451472498,30048.14821594118,102.25626685000732
2022-01-01 05:20:00+00:00,30048.14821594118,30085.456643963724,30018.100067725238,30055.401242721007,102.94734375309844
2022-01-01 05:25:00+00:00,30055.401242721007,30085.456643963724,30024.256066097983,30054.31037647446,102.09842462271993
2022-01-01 05:30:00+00:00,30054.31037647446,30084.36468685093,30019.06299418152,30049.11210628781,102.7005074476647
2022-01-01 05:35:00+00:00,30049.11210628781,30079.161218394092,30017.34762517881,30047.39502019901,102.20357858127895
2022-01-01 05:40:00+00:00,30047.39502019901,30077.442415219204,30000.103460491988,30030.133594086074,102.61829720720803
2022-01-01 05:45:00+00:00,30030.133594086074,30064.302211597154,30000.103460491988,30034.267943653504,102.28875161785199
2022-01-01 05:50:00+00:00,30034.267943653504,30067.997137230435,30004.23367570985,30037.959178052388,102.7641183105282
2022-01-01 05:55:00+00:00,30037.959178052388,30074.71771202287,30007.921218874337,30044.67303898389,102.91051955326694
2022-01-01 06:00:00+00:00,30044.67303898389,30074.71771202287,30009.2145393565,30039.25379314965,103.2321954197391
2022-01-01 06:05:00+00:00,30039.25379314965,30069.2930469428,30007.824576575174,30037.86243901419,102.50880438762219
2022-01-01 06:10:00+00:00,30037.86243901419,30072.2541835837,30007.824576575174,30042.21197161209,102.3905529262233
2022-01-01 06:15:00+00:00,30042.21197161209,30072.2541835837,30008.50473058599,30038.54327385985,102.3699205175026
2022-01-01 06:20:00+00:00,30038.54327385985,30073.02139200791,30008.50473058599,30042.97841359432,102.97340145818102
2022-01-01 06:25:00+00:00,30042.97841359432,30082.040958302245,30012.935435180723,30051.988969332917,102.89749359189092
2022-01-01 06:30:00+00:00,30051.988969332917,30084.303494468644,30021.936980363585,30054.249245223426,102.33866801434253
2022-01-01 06:35:00+00:00,30054.249245223426,30084.303494468644,30019.98843091008,30050.038469379462,102.48822050018774
2022-01-01 06:40:00+00:00,30050.038469379462,30080.08850784884,30015.113399151836,30045.158557709547,102.35358520342399
2022-01-01 06:45:00+00:00,30045.158557709547,30082.59101278673,30015.113399151836,30052.53847431242,102.56427904334782
2022-01-01 06:50:00+00:00,30052.53847431242,30082.59101278673,30020.6684341733,30050.719153326627,102.05020404044488
2022-01-01 06:55:00+00:00,30050.719153326627,30082.642500515227,30020.6684341733,30052.589910604627,102.89299403312354
2022-01-01 07:00:00+00:00,30052.589910604627,30082.642500515227,30019.76270785847,30049.812520378848,102.15882228322721
2022-01-01 07:05:00+00:00,30049.812520378848,30079.86233289922,30013.783891399322,30043.82771911844,102.68173723794293
2022-01-01 07:10:00+00:00,30043.82771911844,30073.871546837552,30013.707622740018,30043.75137411413,102.46303870555869
2022-01-01 07:15:00+00:00,30043.75137411413,30073.795125488243,30012.010063215723,30042.052115331055,102.44791093718202
2022-01-01 07:20:00+00:00,30042.052115331055,30074.61689598006,30012.010063215723,30044.572323656408,102.66710416421982
2022-01-01 07:25:00+00:00,30044.572323656408,30082.039704666495,30014.527751332753,30051.98771694955,102.35650452625998
2022-01-01 07:30:00+00:00,30051.98771694955,30082.643411849087,30021.9357292326,30052.59082102806,103.02353819712928
2022-01-01 07:35:00+00:00,30052.59082102806,30082.643411849087,30021.863504518347,30051.915419938287,103.56688389073378
2022-01-01 07:40:00+00:00,30051.915419938287,30081.967335358222,30018.221508291303,30048.26977806937,103.0327727703081
2022-01-01 07:45:00+00:00,30048.26977806937,30091.898619544452,30018.221508291303,30061.836782761693,102.63646197248802
2022-01-01 07:50:00+00:00,30061.836782761693,30093.52533649511,30031.77494597893,30063.46187462049,102.75116112217212
2022-01-01 07:55:00+00:00,30063.46187462049,30093.52533649511,30024.576061757005,30054.630692449453,103.42232320137028
2022-01-01 08:00:00+00:00,30054.630692449453,30084.685323141897,30013.640007892645,30043.68369158423,102.8090225582105
2022-01-01 08:05:00+00:00,30043.68369158423,30073.72737527581,30004.84921399108,30034.88409808917,102.6387854831836
2022-01-01 08:10:00+00:00,30034.88409808917,30070.74317429946,30004.84921399108,30040.702471827633,103.31055972241751
2022-01-01 08:15:00+00:00,30040.702471827633,30078.421880194855,30010.661769355807,30048.37350668817,102.67543557579896
2022-01-01 08:20:00+00:00,30048.37350668817,30078.421880194855,30017.522493487533,30047.570063551084,102.47249537756579
2022-01-01 08:25:00+00:00,30047.570063551084,30077.61763361463,30013.22663405901,30043.269903962973,102.4685823387535
2022-01-01 08:30:00+00:00,30043.269903962973,30073.313173866933,30011.63192871363,30041.673602315943,102.64428758014007
2022-01-01 08:35:00+00:00,30041.673602315943,30078.294057740968,30011.63192871363,30048.245811929042,103.01538011750864
2022-01-01 08:40:00+00:00,30048.245811929042,30082.58164762695,30018.197566117113,30052.529118508446,103.16386788253762
2022-01-01 08:45:00+00:00,30052.529118508446,30082.58164762695,30003.502134911523,30033.535670582107,102.95465339706932
2022-01-01 08:50:00+00:00,30033.535670582107,30065.224870427668,30003.502134911523,30035.189680746924,103.21135442224451
2022-01-01 08:55:00+00:00,30035.189680746924,30065.224870427668,29995.515848779924,30025.541390170092,102.91620485730718
2022-01-01 09:00:00+00:00,30025.541390170092,30055.566931560257,29993.403831912292,30023.42725917146,102.68756967364553
2022-01-01 09:05:00+00:00,30023.42725917146,30058.965411610687,29993.403831912292,30028.936475135553,102.85337464801016
2022-01-01 09:10:00+00:00,30028.936475135553,30058.965411610687,29994.155301608058,30024.179481089148,102.89017053986768
2022-01-01 09:15:00+00:00,30024.179481089148,30054.203660570234,29990.804868590032,30020.825694284318,102.93752352143983
2022-01-01 09:20:00+00:00,30020.825694284318,30050.8465199786,29979.854970520184,30009.86483535554,102.80589162863707
2022-01-01 09:25:00+00:00,30009.86483535554,30039.874700190892,29979.312324734936,30009.32164638132,103.06744512817163
2022-01-01 09:30:00+00:00,30009.32164638132,30042.855175022672,29979.312324734936,30012.842332689987,102.65393187757083
2022-01-01 09:35:00+00:00,30012.842332689987,30043.764542014113,29982.829490357297,30013.750791222894,103.27455265060561
2022-01-01 09:40:00+00:00,30013.750791222894,30045.185885015417,29983.73704043167,30015.17071430112,102.29591852553462
2022-01-01 09:45:00+00:00,30015.17071430112,30045.185885015417,29977.4509701227,30007.45842855125,102.5201661831984
2022-01-01 09:50:00+00:00,30007.45842855125,30041.335685817296,29977.4509701227,30011.32436145584,102.95682042301588
2022-01-01 09:55:00+00:00,30011.32436145584,30045.435890339322,29981.313037094387,30015.420469869456,103.2852836521301
2022-01-01 10:00:00+00:00,30015.420469869456,30047.87502756637,29985.405049399586,30017.85717039598,102.99970086556931
2022-01-01 10:05:00+00:00,30017.85717039598,30051.730167960657,29987.839313225584,30021.70845950116,103.28774012938183
2022-01-01 10:10:00+00:00,30021.70845950116,30051.730167960657,29989.497127415394,30019.516644059455,102.93703506691146
2022-01-01 10:15:00+00:00,30019.516644059455,30049.536160703512,29987.906323985666,30017.9242482339,103.02319747471692
2022-01-01 10:20:00+00:00,30017.9242482339,30047.94217248213,29982.161577111037,30012.1737508619,103.17809447982881
2022-01-01 10:25:00+00:00,30012.1737508619,30042.18592461276,29981.824456241076,30011.83629253361,103.20613042129622
2022-01-01 10:30:00+00:00,30011.83629253361,30045.29330626711,29981.824456241076,30015.278028238874,103.05765806664857
2022-01-01 10:35:00+00:00,30015.278028238874,30045.29330626711,29982.806625960737,30012.81944540614,102.99049232979183
2022-01-01 10:40:00+00:00,30012.81944540614,30049.361405278752,29982.806625960737,30019.34206321554,102.97244702972823
2022-01-01 10:45:00+00:00,30019.34206321554,30049.361405278752,29988.997947419684,30019.016964384067,103.38720539745722
2022-01-01 10:50:00+00:00,30019.016964384067,30049.035981348447,29985.33551048883,30015.35086135018,103.29154478830176
2022-01-01 10:55:00+00:00,30015.35086135018,30045.366212211527,29980.082854215943,30010.092947163106,103.06242569218688
2022-01-01 11:00:00+00:00,30010.092947163106,30040.103040110265,29974.134345916416,30004.138484400817,102.74653922275074
2022-01-01 11:05:00+00:00,30004.138484400817,30034.142622885214,29967.207034143175,29997.204238381557,103.2865175642023
2022-01-01 11:10:00+00:00,29997.204238381557,30041.32295201354,29967.207034143175,30011.31164037317,102.98639406753598
2022-01-01 11:15:00+00:00,30011.31164037317,30052.90350932876,29981.300328732796,30022.880628700063,102.94771493935131
2022-01-01 11:20:00+00:00,30022.880628700063,30052.90350932876,29984.718750321856,30014.733483805663,103.16323550819841
2022-01-01 11:25:00+00:00,30014.733483805663,30054.640236789757,29984.718750321856,30024.615621168592,103.3566081708852
2022-01-01 11:30:00+00:00,30024.615621168592,30054.640236789757,29992.690184532326,30022.712897429756,103.71681286737835
2022-01-01 11:35:00+00:00,30022.712897429756,30052.73561032718,29987.24867759995,30017.265943543494,103.2563829131779
2022-01-01 11:40:00+00:00,30017.265943543494,30047.283209487035,29975.59276328296,30005.598361644603,103.23745155962563
2022-01-01 11:45:00+00:00,30005.598361644603,30035.603960006243,29972.237841347287,30002.240081428718,102.8710391120476
2022-01-01 11:50:00+00:00,30002.240081428718,30033.940185325086,29972.237841347287,30003.936249076014,103.66426147102261
2022-01-01 11:55:00+00:00,30003.936249076014,30035.16419362712,29973.93231282694,30005.15903459253,103.38096153147434
2022-01-01 12:00:00+00:00,30005.15903459253,30035.16419362712,29971.30937443945,30001.310685124576,102.95618311081007
2022-01-01 12:05:00+00:00,30001.310685124576,30031.311995809698,29967.907657697888,29997.90556326115,103.21923344144845
2022-01-01 12:10:00+00:00,29997.90556326115,30027.903468824406,29966.32129542932,29996.317613042364,103.0416455333411
2022-01-01 12:15:00+00:00,29996.317613042364,30040.679912817883,29966.32129542932,30010.669243574313,103.21326673920282
2022-01-01 12:20:00+00:00,30010.669243574313,30040.679912817883,29973.36020343595,30003.363567002954,103.01092568085672
2022-01-01 12:25:00+00:00,30003.363567002954,30033.366930569955,29971.32161941001,30001.322942352363,103.33096369476421
2022-01-01 12:30:00+00:00,30001.322942352363,30036.649826358003,29971.32161941001,30006.64318317483,102.92278960012959
2022-01-01 12:35:00+00:00,30006.64318317483,30046.627122844537,29976.636539991654,30016.61051233221,103.06163352315718
2022-01-01 12:40:00+00:00,30016.61051233221,30046.627122844537,29981.87492283328,30011.886809642925,103.91663809968854
2022-01-01 12:45:00+00:00,30011.886809642925,30047.033640023787,29981.87492283328,30017.01662340039,103.42752967043309
2022-01-01 12:50:00+00:00,30017.01662340039,30048.21298554392,29986.999606776986,30018.19479075317,103.7266568334222
2022-01-01 12:55:00+00:00,30018.19479075317,30048.21298554392,29983.200199236235,30013.213412648885,103.12159585071892
2022-01-01 13:00:00+00:00,30013.213412648885,30052.739431456146,29983.200199236235,30022.716714741407,103.27360702828096
2022-01-01 13:05:00+00:00,30022.716714741407,30058.020287464384,29992.693998026665,30027.992295169217,103.41248745428601
2022-01-01 13:10:00+00:00,30027.992295169217,30058.020287464384,29990.674159282466,30020.694854136604,103.40910919513479
2022-01-01 13:15:00+00:00,30020.694854136604,30051.427622495685,29990.674159282466,30021.406216279407,103.11021723816151
2022-01-01 13:20:00+00:00,30021.406216279407,30051.427622495685,29990.760713665975,30020.781495161136,103.26150644524681
2022-01-01 13:25:00+00:00,30020.781495161136,30053.596842574618,29990.760713665975,30023.573269305314,103.22718452881894
2022-01-01 13:30:00+00:00,30023.573269305314,30057.834087987885,29993.54969603601,30027.806281706184,103.52713716129037
2022-01-01 13:35:00+00:00,30027.806281706184,30070.93624550154,29997.77847542448,30040.895350151393,103.16054034724374
2022-01-01 13:40:00+00:00,30040.895350151393,30075.21992370386,30010.854454801243,30045.174748954905,103.56379813661682
2022-01-01 13:45:00+00:00,30045.174748954905,30082.02332468731,30015.129574205952,30051.97135333398,103.39614862418563
2022-01-01 13:50:00+00:00,30051.97135333398,30082.02332468731,30013.829287242585,30043.87316040299,102.97518678137311
2022-01-01 13:55:00+00:00,30043.87316040299,30084.428656016764,30013.829287242585,30054.374281735032,103.29937454501957
2022-01-01 14:00:00+00:00,30054.374281735032,30084.428656016764,30021.829533927525,30051.88141534287,103.67340601313275
2022-01-01 14:05:00+00:00,30051.88141534287,30086.85150904677,30021.829533927525,30056.79471433244,103.36756080193041
2022-01-01 14:10:00+00:00,30056.79471433244,30087.57274813556,30026.73791961811,30057.51523290266,103.75317541758916
