return_1,return_3,return_6,return_12,ema_spread_atr,ema_fast_slope_atr,atr_pct,volatility_12,volume_zscore,body_fraction,upper_wick_fraction,lower_wick_fraction,regime_spread_bps,momentum_bps,hour_sin,hour_cos,weekend,entry_run_return_bps,relative_volume,candidate_id,timestamp,strategy_version,symbol,entry_price,atr,stop_price,target_price,max_hold_bars,label_status,maturity_timestamp,exit_price,exit_reason,ambiguous_same_bar,target_hit_first,gross_return,net_return,positive_net,bars_held,mfe_return,mae_return,initial_stop_price,final_dynamic_stop,breakeven_armed,trailing_armed,planted_quality,planted_target,resolution_delay_bars
0.0012000000000000899,0.003303621320000172,0.0036036084231441112,0.003915375628197548,1.174878755333934,0.2828667131242685,0.0017164946505653644,0.00046752270182677947,5.048749577848432,0.8800000000000818,0.05999999999995908,0.05999999999995908,20.261700385904025,39.15375628197548,0.9063077870366498,0.4226182617406996,0.0,33.03621320000172,2.09856495757607,e00ad30649dd73aae1f9f7c3,2022-01-27 04:20:00+00:00,selective_long_5m_v1,BTCUSDT,33942.778881145685,58.26259837480959,33855.38498358347,34088.43537708271,288,MATURED,2022-01-27 05:00:00+00:00,34088.43537708271,profit_target,False,True,0.004291236626413397,0.0013912366264133974,1,8,0.004308401572919118,-6.865978602266232e-05,33855.38498358347,33980.33919839364,True,True,1,1,8
0.0012000000000000899,0.003303621320000172,0.003564737124824191,0.0039946782625550625,1.3583676947623948,0.2765964955037834,0.001707975040073296,0.00046378921144097485,5.048926796078421,0.8800000000000777,0.05999999999996114,0.05999999999996114,23.315254170255262,39.946782625550625,-1.0,-1.8369701987210297e-16,1.0,33.03621320000172,2.09865986260358,31825e4e697322d7eed360c2,2022-02-13 18:00:00+00:00,selective_long_5m_v1,BTCUSDT,35740.03944466235,61.043095302718356,35648.47480170827,35892.64718291914,288,MATURED,2022-02-14 09:00:00+00:00,35892.64718291914,profit_target,False,True,0.004269937600183349,0.001369937600183349,1,180,0.00428701735058401,-0.00012561808000721708,35648.47480170827,35790.481516837746,True,True,1,1,180
0.0012000000000000899,0.00330362131999995,0.0035923909675827925,0.0033650677216987557,1.2328155525860174,0.26736936556212904,0.0017044621974004696,0.0004902789744323378,5.047825885744224,0.8799999999999882,0.06000000000000588,0.06000000000000588,21.110145390630386,33.65067721698756,0.8191520442889917,0.5735764363510462,0.0,33.036213199999494,2.098568190182747,5fb541438ccd48899450de37,2022-02-22 03:40:00+00:00,selective_long_5m_v1,BTCUSDT,36328.39533101955,61.920376533942544,36235.514766218635,36483.196272354406,288,MATURED,2022-02-22 05:10:00+00:00,36295.93596569742,trend_reversal,False,False,-0.0008934984610898811,-0.003793498461089881,0,18,6.817848789597569e-05,-0.0009616769489859678,36235.514766218635,36235.514766218635,False,False,1,0,36
0.0012000000000000899,0.00330362131999995,0.003322187828928014,0.00418018568814138,1.25207950352607,0.2864090200615792,0.0017182918577349415,0.00045488491171502635,5.048703732694332,0.880000000000097,0.059999999999951495,0.059999999999951495,21.61941107836629,41.8018568814138,0.4226182617406995,-0.9063077870366499,0.0,33.036213199999494,2.0987648996023807,e61225a1d27d73a3b8fee579,2022-03-09 10:20:00+00:00,selective_long_5m_v1,BTCUSDT,37448.35455305923,64.3472027140929,37351.833748988094,37609.222559844464,288,MATURED,2022-03-09 11:50:00+00:00,37440.940218119045,trend_reversal,False,False,-0.0001979882702104474,-0.003097988270210447,0,18,0.00015873602933558217,-0.0002876142953428529,37351.833748988094,37351.833748988094,False,False,1,0,180
0.0012000000000000899,0.003303621320000172,0.0037682340960825123,0.004040214917329532,1.1938631346314255,0.28357721512149076,0.0017084158771163134,0.0004708684270185799,5.049751753680378,0.8800000000000543,0.05999999999997283,0.05999999999997283,20.492548136503697,40.40214917329532,-0.8660254037844386,0.5000000000000001,0.0,33.03621320000172,2.098600949248229,2e1478dcc4cdf0c3e31c53f3,2022-03-17 20:00:00+00:00,selective_long_5m_v1,BTCUSDT,39329.51863681655,67.19117407847935,39228.73187569883,39497.49657201275,288,MATURED,2022-03-17 20:40:00+00:00,39497.49657201275,profit_target,False,True,0.004271039692790746,0.0013710396927907459,1,8,0.004288123851561965,-6.833663508465371e-05,39228.73187569883,39370.10033481702,True,True,1,1,8
0.0012000000000000899,0.0033036213199997277,0.0030158895825898036,0.0035580931900280888,1.3057618608286874,0.2626908152332287,0.0017161801719838214,0.0004930233830697427,5.049911053761086,0.8800000000000536,0.05999999999997318,0.05999999999997318,22.515509685634427,35.58093190028089,-0.6427876096865396,0.7660444431189778,1.0,33.03621319999728,2.0983022919285994,33e62f250098529ef44ef931,2022-03-20 21:20:00+00:00,selective_long_5m_v1,BTCUSDT,39834.77555407272,68.36365196132544,39732.230076130734,40005.68468397604,288,MATURED,2022-03-20 21:30:00+00:00,40005.68468397604,profit_target,False,True,0.00429045042995968,0.0013904504299596804,1,2,0.004307612231679414,-6.864720687949077e-05,39732.230076130734,39732.230076130734,False,False,1,1,2
0.0008599999999998609,0.0024219501228799345,0.0024392708703093735,0.0031445534028808897,1.7070978690465395,0.21410658467693044,0.0016847908399397892,0.0003373857042141697,4.57983589208924,0.64,0.18,0.18,28.901492360919878,31.445534028808897,0.49999999999999994,-0.8660254037844387,0.0,24.219501228799345,1.2917001582330512,08d759539ecad3bc310d99c8,2022-03-22 10:00:00+00:00,selective_long_5m_v1,BTCUSDT,40434.3257745423,68.12338168409019,40332.14070201617,40604.634228752526,288,MATURED,2022-03-22 11:30:00+00:00,40426.41405916149,trend_reversal,False,False,-0.00019566828998029973,-0.0030956682899802995,0,18,7.339558023122805e-05,-0.0002831350433684099,40332.14070201617,40332.14070201617,False,False,0,0,180
0.0012000000000000899,0.00330362131999995,0.0028706136027516482,0.003004178243791289,1.2051317291258867,0.25015018489156005,0.0017337713643216688,0.0005304357626597717,5.049010542795313,0.8800000000000204,0.0599999999999898,0.0599999999999898,20.98814638276769,30.04178243791289,-0.17364817766693003,-0.9848077530122081,0.0,33.036213199999494,2.098694212088939,ec342d011da3e1df373ee817,2022-03-28 12:40:00+00:00,selective_long_5m_v1,BTCUSDT,41895.24909362888,72.6367831796571,41786.293918859395,42076.84105157803,288,MATURED,2022-03-28 15:40:00+00:00,42076.84105157803,profit_target,False,True,0.004334428410804225,0.0014344284108042255,1,36,0.0043517661244474315,-6.935085457282497e-05,41786.293918859395,41952.15719754053,True,True,1,1,36
0.0012000000000000899,0.003303621320000172,0.002779878170825034,0.0038281181186048396,1.289946343420629,0.2635195262495732,0.001732997594046972,0.00048514817938624563,5.048604812906425,0.8799999999998996,0.06000000000005021,0.06000000000005021,22.46136785389652,38.2811811860484,0.8660254037844386,0.5000000000000001,0.0,33.03621320000172,2.09855010932807,1186000a3dca29a03dd75b11,2022-04-05 04:00:00+00:00,selective_long_5m_v1,BTCUSDT,42561.63312091526,73.75920779725607,42450.99430921938,42746.031140408406,288,MATURED,2022-04-05 07:00:00+00:00,42746.031140408406,profit_target,False,True,0.00433249398511748,0.0014324939851174806,1,36,0.004349823961057986,-6.931990376179975e-05,42450.99430921938,42623.99236501795,True,True,1,1,36
0.0012000000000000899,0.003303621320000172,0.0035536466755206053,0.003622167506400542,1.1697748621931043,0.2722835445510176,0.0017064301950298771,0.0004847621377373242,5.049549357518631,0.8799999999999564,0.0600000000000218,0.0600000000000218,20.05266356460922,36.221675064005424,0.984807753012208,-0.1736481776669303,0.0,33.03621320000172,2.098606038560025,06eeab79799e05c550f27eaf,2022-04-11 06:40:00+00:00,selective_long_5m_v1,BTCUSDT,44107.02867158575,75.26556553824246,43994.13032327839,44295.19258543136,288,MATURED,2022-04-11 09:40:00+00:00,44295.19258543136,profit_target,False,True,0.004266075487574739,0.0013660754875747388,1,36,0.004283139789525103,-6.825720780112565e-05,43994.13032327839,44167.609322879944,True,True,1,1,36
