feature_set,fold,train_candidates,test_candidates,selected_trades,pairwise_auc,stock_mean_return_bps,stock_portfolio_return,stock_max_drawdown,symbol_counts,option_policy,option_portfolio_return,option_max_drawdown,option_mean_return,option_win_rate,option_total_losses
baseline,1,981,364,56,0.4762600438276114,-3.7606122971300042,-0.025251507817429353,0.07327825611228397,"{""MSFT"": 33, ""AAPL"": 12, ""TSLA"": 11}",call_14d_delta35,-0.8318280281545323,0.8318280281545323,-0.01099387136320748,0.30357142857142855,0
baseline,1,981,364,56,0.4762600438276114,-3.7606122971300042,-0.025251507817429353,0.07327825611228397,"{""MSFT"": 33, ""AAPL"": 12, ""TSLA"": 11}",call_30d_delta40,-0.483977576388985,0.4936563115919387,-0.0036591954901106505,0.35714285714285715,0
baseline,1,981,364,56,0.4762600438276114,-3.7606122971300042,-0.025251507817429353,0.07327825611228397,"{""MSFT"": 33, ""AAPL"": 12, ""TSLA"": 11}",call_45d_delta50,-0.3018013567294039,0.35481856934782074,-0.0019386669068982962,0.35714285714285715,0
baseline,2,1345,372,165,0.5081216159933362,8.92580549012102,0.11941107379728044,0.16212417512012145,"{""MSFT"": 64, ""AAPL"": 56, ""TSLA"": 45}",call_14d_delta35,7.41339412922388,0.8809126978907886,0.041807265502676806,0.38181818181818183,0
baseline,2,1345,372,165,0.5081216159933362,8.92580549012102,0.11941107379728044,0.16212417512012145,"{""MSFT"": 64, ""AAPL"": 56, ""TSLA"": 45}",call_30d_delta40,46.51255287991473,0.5491512816329712,0.03465205486048709,0.46060606060606063,0
baseline,2,1345,372,165,0.5081216159933362,8.92580549012102,0.11941107379728044,0.16212417512012145,"{""MSFT"": 64, ""AAPL"": 56, ""TSLA"": 45}",call_45d_delta50,27.076987524018392,0.4288123336441166,0.026448881253087468,0.46060606060606063,0
baseline,3,1717,365,170,0.5281227173119065,31.12719008768726,0.658543406365365,0.08460747771562124,"{""MSFT"": 59, ""TSLA"": 58, ""AAPL"": 53}",call_14d_delta35,-0.7833152634431159,0.9432894634431018,0.01801694437676159,0.36470588235294116,0
baseline,3,1717,365,170,0.5281227173119065,31.12719008768726,0.658543406365365,0.08460747771562124,"{""MSFT"": 59, ""TSLA"": 58, ""AAPL"": 53}",call_30d_delta40,-0.04285930641258606,0.7769908548746559,0.009859951680143949,0.37058823529411766,0
baseline,3,1717,365,170,0.5281227173119065,31.12719008768726,0.658543406365365,0.08460747771562124,"{""MSFT"": 59, ""TSLA"": 58, ""AAPL"": 53}",call_45d_delta50,0.3608082205347354,0.6442401004029771,0.007370603982077141,0.3764705882352941,0
baseline,4,2082,364,163,0.679783950617284,50.89274051091447,1.2376853364475195,0.10351454280522104,"{""TSLA"": 58, ""AAPL"": 53, ""MSFT"": 52}",call_14d_delta35,330.6172754425013,0.6998521661602646,0.06206727398689281,0.4723926380368098,0
baseline,4,2082,364,163,0.679783950617284,50.89274051091447,1.2376853364475195,0.10351454280522104,"{""TSLA"": 58, ""AAPL"": 53, ""MSFT"": 52}",call_30d_delta40,60.832858919220925,0.48566335589881904,0.035283829860725514,0.4785276073619632,0
baseline,4,2082,364,163,0.679783950617284,50.89274051091447,1.2376853364475195,0.10351454280522104,"{""TSLA"": 58, ""AAPL"": 53, ""MSFT"": 52}",call_45d_delta50,28.159582277866864,0.377765966752282,0.026194831561697798,0.49079754601226994,0
geometry,1,981,364,123,0.5135135135135136,20.381059616211036,0.2667390063434807,0.09541017561592482,"{""MSFT"": 56, ""AAPL"": 44, ""TSLA"": 23}",call_14d_delta35,1.2274667921519922,0.8753442432823397,0.03757222009459133,0.3821138211382114,0
geometry,1,981,364,123,0.5135135135135136,20.381059616211036,0.2667390063434807,0.09541017561592482,"{""MSFT"": 56, ""AAPL"": 44, ""TSLA"": 23}",call_30d_delta40,3.588318402085932,0.6887403989293199,0.02410573931108885,0.3983739837398374,0
geometry,1,981,364,123,0.5135135135135136,20.381059616211036,0.2667390063434807,0.09541017561592482,"{""MSFT"": 56, ""AAPL"": 44, ""TSLA"": 23}",call_45d_delta50,2.9488818530289445,0.5656156877091986,0.017586136774762118,0.4065040650406504,0
geometry,2,1345,372,165,0.5693461057892545,14.568741768716206,0.2273943443955042,0.12833499344897556,"{""MSFT"": 61, ""AAPL"": 54, ""TSLA"": 50}",call_14d_delta35,26.09964058072018,0.7653230764681086,0.048890450940272,0.40606060606060607,0
geometry,2,1345,372,165,0.5693461057892545,14.568741768716206,0.2273943443955042,0.12833499344897556,"{""MSFT"": 61, ""AAPL"": 54, ""TSLA"": 50}",call_30d_delta40,99.00702719072186,0.5265126387539072,0.03923948337775128,0.4727272727272727,0
geometry,2,1345,372,165,0.5693461057892545,14.568741768716206,0.2273943443955042,0.12833499344897556,"{""MSFT"": 61, ""AAPL"": 54, ""TSLA"": 50}",call_45d_delta50,48.085041481514224,0.4085350659034344,0.029893695018282304,0.4727272727272727,0
