atr_pct,bar_cos,bar_sin,body_atr,body_change_ratio,close_location,closing_bar,distance_session_high_atr,distance_session_low_atr,doji_score,ema_slope_atr,ema_spread_atr,engulfing_strength_signed,gap_bps,hammer_score,inverted_hammer_score,lower_wick_body,lower_wick_range,marubozu_score,open_location,opening_bar,overlap_fraction,overnight_gap_abs,range_atr,range_change_ratio,realized_vol_13,relative_volume,return_1,return_13,return_2,return_26,return_4,return_8,shock_volume_flag,signed_body_fraction,three_bar_body_balance,three_bar_close_progress,upper_wick_body,upper_wick_range,volume_zscore,valid,entry_time,exit_time,entry_price,exit_price,net_return,gross_return,bars_held,exit_reason,mfe,mae,gap_through_stop,gap_through_target,symbol,signal_time,session,predicted_net_return,rank_score,spot,strike,dte,iv,delta,open_interest,option_volume,spread_fraction,premium_mid,liquid,expected_option_return,option_downside_semivariance,option_probability_profit,option_cvar10,option_utility,expected_exit_iv,entry_fill,expected_hold_sessions,realized_option_return,option_exit_fill,realized_exit_iv,stock_return_expr,call_25_return_expr,call_kelly_return_expr,dynamic_return_expr,stock_plus_call_return_expr,option_fraction,overlay_fraction,dynamic_used_option,fold
0.011915282960536058,-0.3546048870425359,-0.9350162426854147,0.9104560589485133,0.5988802366351076,0.8006225659502247,0.0,0.3862752730077274,4.350590524272376,0.5300646830567535,0.9100977335753746,0.17916481692158195,0.0,0.0,0.09954393528551704,0.050173526963334256,0.7036867353529932,0.3306872490069782,0.46993531694324653,0.3306872490069782,0.0,0.23495064717428632,0.0,1.9374071837602873,0.6158809993342513,0.007367170355100478,3.0972366319980082,0.010967318785751745,0.036241488121959486,0.029826575880590234,0.021892839948407072,0.043156167649439414,0.04568474625761709,1.0,0.4699353169432466,1.0,4.503430570068774,0.4242656954292859,0.19937743404977523,3.0660149071017897,True,2019-07-19 18:30:00+00:00,2019-07-19 19:30:00+00:00,275.03046562686654,282.0761571413976,0.025017858365152513,0.025617858365152513,3,target,0.02985355388758215,-0.005367347541466727,False,False,MSFT,2019-07-19 18:00:00+00:00,142,0.012919052376978955,0.9996201067821441,275.03046562686654,275.0,14.0,0.572951260204833,0.5337892315246412,1781.0,302.0,0.03379849945055957,15.111559316772599,True,0.023479863490623133,0.0005666835703362441,0.6666666666666666,-0.06518982435084779,-0.03602226244263875,0.540232604157568,15.366933331405118,0.38461538461538464,0.03283251980195834,15.871468474303851,0.45944595682763334,0.025017858365152513,0.008208129950489584,0.01641625990097917,0.025017858365152513,0.025017858365152513,0.5,0.0,False,1
0.007322431417741707,-0.3546048870425359,-0.9350162426854147,0.30195033753894324,0.5225714059749405,0.7547209741177158,0.0,0.20392528018858022,2.8994735678427874,0.6368175412685966,0.6139093782013221,0.4335002557170083,0.0,0.0,0.1727149008602214,0.08722930332858511,1.078076614033772,0.3915385153863123,0.3631824587314034,0.3915385153863123,0.0,0.3537686585861494,0.0,0.8314012152284446,0.6019087559605324,0.0029771455714793713,1.4095270664300732,0.0022159100388621233,0.02066588236232647,0.006483800574283993,0.004774222418578722,0.0072723456559777855,0.01780136127481935,0.0,0.3631824587314035,1.0,1.3720516267471001,0.6753603319350969,0.24527902588228423,1.1533685356771037,True,2019-07-23 18:30:00+00:00,2019-07-24 16:00:00+00:00,252.7159329445192,254.21701998699908,0.005339819563372861,0.005939819563372861,9,stop,0.014360615693775891,-0.0038011651767029253,False,False,AAPL,2019-07-23 18:00:00+00:00,144,0.0016541815492703122,0.9902974397444051,,,,,,,,,,,,,,,,,,,,,,0.005339819563372861,0.0,0.0,0.005339819563372861,0.005339819563372861,0.0,0.0,False,1
0.006401386968819284,0.8854560256532099,0.4647231720437685,0.13727862169160884,0.6223879338948936,0.659271277523711,0.0,0.18244686519017364,0.7723849060874287,0.7436252503240769,0.3391713629110475,1.2160352101855063,0.0,0.0,0.2568119946354432,0.19670525649825518,1.5715140759972865,0.40289652784778784,0.2563747496759231,0.40289652784778784,0.0,0.2955529877595874,0.0,0.5354607732046128,0.763227375165957,0.0027384496559892274,1.8046802371966029,0.0008795465022226612,0.00138615133395259,-0.0027705943301636893,0.029307171839556778,0.002462015528357231,0.007626875604485273,0.0,0.2563747496759231,1.0,0.11013494603640278,1.3290260562145004,0.340728722476289,1.7806489300107706,True,2019-07-25 14:30:00+00:00,2019-07-25 15:30:00+00:00,255.57277884960675,253.36415150385446,-0.009241872407906037,-0.008641872407906037,3,stop,0.0015676761103882164,-0.014840927321163488,False,False,AAPL,2019-07-25 14:00:00+00:00,146,0.0006077043502820648,0.97478991989726,,,,,,,,,,,,,,,,,,,,,,-0.009241872407906037,0.0,0.0,-0.009241872407906037,-0.009241872407906037,0.0,0.0,False,1
0.007286073682331932,-0.7485107481711013,-0.663122658240795,0.6660196593515879,0.9217628045668659,0.8401561423484406,0.0,0.2491623680371051,2.2241728482138714,0.5727318195712386,0.07693976984902465,0.6584949700205751,0.0,0.0,0.15499644378971553,0.04193208366215272,0.9663438112920459,0.4128879619196793,0.42726818042876136,0.4128879619196793,0.0,0.4310465012949516,0.0,1.5587860034024548,0.9332134202426302,0.0035010451067184287,1.7339108541648767,0.004876331531418199,0.00821901449045459,0.010220624728804584,0.014951359436954359,0.010467387241108517,0.0022678040187942283,0.0,0.42726818042876136,1.0,1.5383373179663495,0.37410662664144134,0.15984385765155934,1.5314098817358046,True,2019-07-25 18:00:00+00:00,2019-07-26 13:30:00+00:00,255.92726789127914,262.137167647333,0.02366431465166079,0.02426431465166079,5,gap_through_target,0.02426431465166079,-0.004017269053111949,False,True,AAPL,2019-07-25 17:30:00+00:00,146,0.004289554506647928,0.9901303345293093,,,,,,,,,,,,,,,,,,,,,,0.02366431465166079,0.0,0.0,0.02366431465166079,0.02366431465166079,0.0,0.0,False,1
0.015913887015355798,-0.3546048870425359,-0.9350162426854147,0.7700542991693177,1.2268780651417,0.8249019428554266,0.0,0.3029116722959815,2.199050759011904,0.5548702014076784,0.3374530513961409,0.7325460723038182,0.0,0.0,0.13016940274292393,0.045124881420898946,0.8531716938834213,0.37977214426310507,0.4451297985923216,0.37977214426310507,0.0,0.5001393917619937,0.0,1.7299545022699834,1.1974169193978526,0.009641417886938624,1.0803957248378668,0.012406594432718965,0.03618319376144741,0.02274896831392681,0.042054948028299455,0.02557821265559146,0.011177657217833037,0.0,0.4451297985923216,1.0,2.0139616704748,0.3933640427988727,0.17509805714457333,0.17210591838866698,True,2019-07-26 18:30:00+00:00,2019-07-29 17:30:00+00:00,287.26596360586103,297.0947274954502,0.03361485708301497,0.03421485708301497,12,target,0.04062821861593169,-0.006399277918379687,False,False,TSLA,2019-07-26 18:00:00+00:00,147,0.005820822148747079,0.9989285631081672,,,,,,,,,,,,,,,,,,,,,,0.03361485708301497,0.0,0.0,0.03361485708301497,0.03361485708301497,0.0,0.0,False,1
0.006755541941587443,-0.3546048870425359,-0.9350162426854147,0.41978994133807607,1.0458454236500998,0.7409243909958377,0.0,0.28129981068288296,1.8058926684596865,0.6133757273353135,0.14982040560279605,0.9885985013284754,0.0,0.0,0.1388229933220999,0.08846540086681144,0.9163938825898674,0.35430011833115127,0.38662427266468646,0.35430011833115127,0.0,0.4507704844654179,0.0,1.0857826862364477,1.035698868071753,0.0026579575273878837,1.1235356721923995,0.00284397380501078,-0.006575273690689332,0.005578449382618089,0.022854726085099752,0.009055711013221446,0.004102425827905876,0.0,0.3866242726646864,1.0,1.062422753071613,0.6700965958971409,0.25907560900416227,0.379868011242497,True,2019-07-29 18:30:00+00:00,2019-07-29 19:30:00+00:00,262.5973444863306,262.6498639552279,-0.000400000000000022,0.00019999999999997797,3,stop,0.008065593684676076,-0.004055272060919157,False,False,AAPL,2019-07-29 18:00:00+00:00,148,0.0022094844975540165,0.9822791249707481,,,,,,,,,,,,,,,,,,,,,,-0.000400000000000022,0.0,0.0,-0.000400000000000022,-0.000400000000000022,0.0,0.0,False,1
0.01114739603547698,0.120536680255323,0.992708874098054,0.344191120954787,1.840702843542425,0.7280950862876335,0.0,0.26316960192761313,0.8872011513352777,0.6443842436273626,1.1338574124294343,2.54503675108078,0.0,0.0,0.16380718239519187,0.10305943434450338,1.047420771548637,0.37247932991499605,0.3556157563726374,0.37247932991499605,0.0,0.4093040498105037,0.0,0.9678736523533593,1.4814048536347157,0.008080283434858414,1.6205219170656107,0.0038516127387278054,0.042581308889708014,0.005956545133127156,0.09094090984429526,0.03351525559356627,0.03039378643584767,0.0,0.3556157563726374,0.6066583142241029,0.3971651718243305,0.7646031111940271,0.27190491371236647,1.3059617185728123,True,2019-07-30 15:30:00+00:00,2019-07-30 18:30:00+00:00,307.19304895938023,314.5555144979864,0.02336690147627556,0.02396690147627556,7,target,0.026809302821407366,-0.0035448868388897603,False,False,TSLA,2019-07-30 15:00:00+00:00,149,0.0063444249600346095,0.99925764866316,,,,,,,,,,,,,,,,,,,,,,0.02336690147627556,0.0,0.0,0.02336690147627556,0.02336690147627556,0.0,0.0,False,1
0.012504439011297705,-0.970941817426052,0.23931566428755768,0.20321493805552715,1.2193483898218958,0.8741291180498355,0.0,1.1093800409558243,1.1261402560533393,0.7185600217398194,0.21641249435064594,2.0836767505026046,0.0,0.0,0.44091874669197684,0.04363221621525551,2.1059166627743164,0.5926891397896548,0.28143997826018075,0.5926891397896548,0.0,0.7503921683583727,0.0,0.7220542700144135,1.1136524656324192,0.005806404334000171,1.096951214638517,0.0025475623813322468,0.014427359021125463,0.004646552123792835,0.0637270274002788,-0.006091145849215551,0.012084701559683664,0.0,0.2814399782601807,-0.11688727831959068,-0.09467984149628457,0.4472388135052128,0.12587088195016452,0.2951263418950409,True,2019-08-02 17:00:00+00:00,2019-08-05 13:30:00+00:00,333.75798256812226,334.9730347698767,0.003040518774727486,0.003640518774727486,7,gap_through_stop,0.026491226880272833,-0.005395696605812184,True,False,TSLA,2019-08-02 16:30:00+00:00,152,0.0013873723005737946,0.9825778632896325,,,,,,,,,,,,,,,,,,,,,,0.003040518774727486,0.0,0.0,0.003040518774727486,0.003040518774727486,0.0,0.0,False,1
0.007406534200348091,-0.7485107481711013,-0.663122658240795,0.3138209596147644,0.7709429364272263,0.8280787649045853,0.0,0.1506384859790792,2.7339533645386807,0.6418412822916215,0.6557646526274664,1.048783882741362,0.0,0.0,0.23244835989153978,0.05443795070420335,1.3120441412180306,0.4699200471962069,0.3581587177083785,0.4699200471962069,0.0,0.4208048388464531,0.0,0.876206397048487,0.825298710354695,0.00307173397117517,1.2642364164327529,0.002329740746394471,0.02392112487701592,0.005367898888174016,0.038649963608688775,0.0016528304424836548,0.017070390293832727,0.0,0.3581587177083784,0.6203340620014673,0.5503938204963131,0.4800141015557151,0.17192123509541468,0.9218079849895101,True,2019-08-05 18:00:00+00:00,2019-08-06 13:30:00+00:00,263.7652305273474,267.9654408589889,0.015324048530748358,0.015924048530748358,5,target,0.0171651073881951,-0.0024301464372090686,False,False,MSFT,2019-08-05 17:30:00+00:00,153,0.0035454402382789707,0.9972533812207767,,,,,,,,,,,,,,,,,,,,,,0.015324048530748358,0.0,0.0,0.015324048530748358,0.015324048530748358,0.0,0.0,False,1
0.007548601233146905,0.5680647467311559,0.8229838658936564,0.3191818435179978,1.0990570415416383,0.6118696987809552,0.0,0.355951072273534,0.820395312408217,0.6519629951470113,0.20149554843464235,-0.06084144707787233,0.0,0.0,0.10080076484272503,0.17841458100689417,0.7580593162470505,0.2638326939279665,0.3480370048529887,0.2638326939279665,0.0,0.5707420828640043,0.0,0.9170916858476604,1.067616332784136,0.003032919839458944,1.2438874141397789,0.0024151955729319052,0.00940004783781423,0.004622870532156487,-0.007114378935200616,0.0054654939353047105,0.008385851290965363,0.0,0.3480370048529887,0.26331225494485766,0.3496408163707778,1.1151983720304295,0.3881303012190448,0.7380107553704108,True,2019-08-06 15:00:00+00:00,2019-08-06 17:00:00+00:00,249.7314644693051,253.78447943669954,0.01562949265126583,0.01622949265126583,5,target,0.016358088065674403,-0.0016022386699711122,False,False,AAPL,2019-08-06 14:30:00+00:00,154,0.0012654168718492442,0.9745253447461082,,,,,,,,,,,,,,,,,,,,,,0.01562949265126583,0.0,0.0,0.01562949265126583,0.01562949265126583,0.0,0.0,False,1
