feature_set,fold,train_candidates,test_candidates,selected_trades,pairwise_auc,stock_mean_return_bps,stock_portfolio_return,stock_max_drawdown,symbol_counts,option_policy,option_portfolio_return,option_max_drawdown,option_mean_return,option_win_rate,option_total_losses
baseline,1,981,364,37,0.4762600438276114,-13.853787088871057,-0.052942640300803756,0.08585362246042616,"{""MSFT"": 18, ""AAPL"": 10, ""TSLA"": 9}",call_14d_delta35,-0.6129998054384439,0.6617844239477995,-0.008258589083556733,0.2972972972972973,0
baseline,1,981,364,37,0.4762600438276114,-13.853787088871057,-0.052942640300803756,0.08585362246042616,"{""MSFT"": 18, ""AAPL"": 10, ""TSLA"": 9}",call_30d_delta40,-0.11857925636318989,0.3984200405852698,0.0035484308147227055,0.40540540540540543,0
baseline,1,981,364,37,0.4762600438276114,-13.853787088871057,-0.052942640300803756,0.08585362246042616,"{""MSFT"": 18, ""AAPL"": 10, ""TSLA"": 9}",call_45d_delta50,0.00834131326967813,0.30423376214833664,0.004055928401739763,0.40540540540540543,0
baseline,2,1345,372,159,0.5081216159933362,-0.4072131067098128,-0.036040745362216575,0.22294850207981437,"{""MSFT"": 64, ""AAPL"": 54, ""TSLA"": 41}",call_14d_delta35,0.2635135037836114,0.9260195186781424,0.028352140134742305,0.36477987421383645,0
baseline,2,1345,372,159,0.5081216159933362,-0.4072131067098128,-0.036040745362216575,0.22294850207981437,"{""MSFT"": 64, ""AAPL"": 54, ""TSLA"": 41}",call_30d_delta40,11.958231397066314,0.5650068008182602,0.026396141955350717,0.44025157232704404,0
baseline,2,1345,372,159,0.5081216159933362,-0.4072131067098128,-0.036040745362216575,0.22294850207981437,"{""MSFT"": 64, ""AAPL"": 54, ""TSLA"": 41}",call_45d_delta50,9.420465676355589,0.41788353522502436,0.020424977721366692,0.44025157232704404,0
baseline,3,1717,365,167,0.5281227173119065,34.123120192021865,0.7269218113312417,0.08460747771562109,"{""MSFT"": 58, ""TSLA"": 56, ""AAPL"": 53}",call_14d_delta35,-0.6685071602470412,0.9328148436461713,0.02091914254847035,0.3712574850299401,0
baseline,3,1717,365,167,0.5281227173119065,34.123120192021865,0.7269218113312417,0.08460747771562109,"{""MSFT"": 58, ""TSLA"": 56, ""AAPL"": 53}",call_30d_delta40,0.2597431901166416,0.776990854874656,0.011749273957022145,0.3772455089820359,0
baseline,3,1717,365,167,0.5281227173119065,34.123120192021865,0.7269218113312417,0.08460747771562109,"{""MSFT"": 58, ""TSLA"": 56, ""AAPL"": 53}",call_45d_delta50,0.6804868997217166,0.6442401004029772,0.008815064750128913,0.38323353293413176,0
baseline,4,2082,364,163,0.679783950617284,50.98842573328397,1.2411714656684518,0.10351454280522111,"{""TSLA"": 57, ""AAPL"": 53, ""MSFT"": 53}",call_14d_delta35,439.1499797016778,0.6998521661602645,0.06402149296764655,0.4723926380368098,0
