signal_time,symbol,deposit,starting_equity,ending_equity,trade_taken,skip_reason,drawdown,stock_return,stock_pnl,option_contracts,option_pnl_after_fees,trade_pnl
2017-05-12 13:30:00+00:00,MSFT,0,2500.0,2468.2987205253103,True,,0.012680511789875837,-0.0126805117898759,-31.70127947468975,0,0.0,-31.70127947468975
2017-05-15 15:00:00+00:00,TSLA,0,2468.2987205253103,2450.5685599338562,True,,0.019772576026457545,-0.0071831502581181,-17.73016059145396,0,0.0,-17.73016059145396
2017-05-16 13:30:00+00:00,TSLA,0,2450.5685599338562,2449.5883325098825,True,,0.02016466699604702,-0.0004,-0.9802274239735426,0,0.0,-0.9802274239735426
2017-05-18 13:30:00+00:00,MSFT,0,2449.5883325098825,2449.5883325098825,False,regime_gate,0.02016466699604702,0.0006682598961393,,0,0.0,
2017-05-26 16:00:00+00:00,NVDA,0,2449.5883325098825,2448.6084971768787,True,,0.02055660112924851,-0.0004,-0.9798353330039531,0,0.0,-0.9798353330039531
2017-05-29 13:30:00+00:00,NVDA,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,-0.0247692287716424,,0,0.0,
2017-05-29 18:00:00+00:00,NVDA,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,-0.0451312875498012,,0,0.0,
2017-05-30 13:30:00+00:00,TSLA,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,-0.0288926844006272,,0,0.0,
2017-05-30 17:00:00+00:00,AAPL,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,0.0062864099747141,,0,0.0,
2017-05-31 16:30:00+00:00,AAPL,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,-0.0164009377735097,,0,0.0,
2017-06-02 13:30:00+00:00,AAPL,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,-0.0152854579003692,,0,0.0,
2017-06-02 16:30:00+00:00,AAPL,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,-0.013297507359764,,0,0.0,
2017-06-05 13:30:00+00:00,AAPL,0,2448.6084971768787,2448.6084971768787,False,loss_cooldown,0.02055660112924851,0.020303857705854,,0,0.0,
2017-06-06 14:30:00+00:00,AAPL,0,2448.6084971768787,2432.05379113371,True,,0.027178483546515975,-0.0067608627766567,-16.554706043168462,0,0.0,-16.554706043168462
2017-06-07 13:30:00+00:00,MSFT,0,2432.05379113371,2477.3478851484087,True,,0.009060845940636497,0.0186238043664259,45.29409401469866,0,0.0,45.29409401469866
2017-06-08 18:00:00+00:00,MSFT,0,2477.3478851484087,2469.1848338712734,True,,0.012326066451490592,-0.0032950766931331,-8.163051277135098,0,0.0,-8.163051277135098
2017-06-12 13:30:00+00:00,TSLA,0,2469.1848338712734,2468.197159937725,True,,0.012721136024910096,-0.0004,-0.9876739335485094,0,0.0,-0.9876739335485094
2017-06-13 18:00:00+00:00,AAPL,0,2468.197159937725,2515.6084500893744,True,,0.0,0.019208874769488,47.411290151649695,0,0.0,47.411290151649695
2017-06-14 17:30:00+00:00,MSFT,0,2515.6084500893744,2563.672841318008,True,,0.0,0.0191064675533771,48.06439122863389,0,0.0,48.06439122863389
2017-06-15 13:30:00+00:00,MSFT,0,2563.672841318008,2587.1555240917655,True,,0.0,0.0091597813868031,23.482682773757308,0,0.0,23.482682773757308
2017-06-16 13:30:00+00:00,AAPL,0,2587.1555240917655,2641.3485150394085,True,,0.0,0.0137846831643292,28.631639287131208,1,25.561351660511914,54.192990947643125
2017-06-20 16:30:00+00:00,AAPL,0,2641.3485150394085,2641.3485150394085,False,regime_gate,0.0,-0.0061895585082521,,0,0.0,
2017-06-21 14:30:00+00:00,AAPL,0,2641.3485150394085,2640.2919756333927,True,,0.00040000000000006697,-0.0004,-1.0565394060157636,0,0.0,-1.0565394060157636
2017-06-23 13:30:00+00:00,AAPL,0,2640.2919756333927,2623.998187258992,True,,0.006568738537011121,-0.0061712070198191,-16.293788374400833,0,0.0,-16.293788374400833
2017-06-23 17:30:00+00:00,AAPL,0,2623.998187258992,2618.498703585354,True,,0.008650812766263671,-0.002095841262521,-5.499483673637701,0,0.0,-5.499483673637701
2017-06-26 15:00:00+00:00,AAPL,0,2618.498703585354,2611.36762610673,True,,0.011350599423730845,-0.0027233458121863,-7.131077478624429,0,0.0,-7.131077478624429
2017-06-27 14:30:00+00:00,AAPL,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,-0.0004,,0,0.0,
2017-06-28 18:00:00+00:00,MSFT,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,-0.0143979427570251,,0,0.0,
2017-06-29 14:30:00+00:00,MSFT,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,-0.0004,,0,0.0,
2017-06-30 15:00:00+00:00,MSFT,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,0.0294331309431292,,0,0.0,
2017-07-04 13:30:00+00:00,MSFT,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,0.0257360991698429,,0,0.0,
2017-07-04 17:00:00+00:00,NVDA,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,-0.0097623091638385,,0,0.0,
2017-07-05 16:30:00+00:00,NVDA,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,0.0176983569087786,,0,0.0,
2017-07-10 14:30:00+00:00,MSFT,0,2611.36762610673,2611.36762610673,False,loss_cooldown,0.011350599423730845,-0.0048041137631579,,0,0.0,
2017-07-11 14:30:00+00:00,NVDA,0,2611.36762610673,2547.5596785888065,True,,0.0355079369180491,-0.0244346858251645,-63.80794751792358,0,0.0,-63.80794751792358
