signal_time,symbol,deposit,starting_equity,ending_equity,trade_taken,skip_reason,drawdown,stock_return,stock_pnl,option_contracts,option_pnl_after_fees,trade_pnl
2017-05-09 16:00:00+00:00,MSFT,0,2500.0,2474.4832115283,True,,0.010206715388679899,-0.01020671538868,-25.5167884717,0,0.0,-25.5167884717
2017-05-11 15:30:00+00:00,MSFT,0,2474.4832115283,2453.8365990841703,True,,0.01846536036633184,-0.008343807849631,-20.646612444129957,0,0.0,-20.646612444129957
2017-05-11 17:30:00+00:00,NVDA,0,2453.8365990841703,2433.081109833211,True,,0.026767556066715548,-0.0084583827866556,-20.755489250959066,0,0.0,-20.755489250959066
2017-05-15 13:30:00+00:00,NVDA,0,2433.081109833211,2432.1078773892777,True,,0.027156849044288944,-0.0004,-0.9732324439332845,0,0.0,-0.9732324439332845
2017-05-16 13:30:00+00:00,TSLA,0,2432.1078773892777,2371.275413521097,True,,0.0514898345915612,-0.0250122391501321,-60.832463868180774,0,0.0,-60.832463868180774
2017-05-16 16:00:00+00:00,MSFT,0,2371.275413521097,2382.215862512932,True,,0.047113654994827225,0.0046137403228034,10.940448991834593,0,0.0,10.940448991834593
2017-05-17 17:30:00+00:00,TSLA,0,2382.215862512932,2342.5206449504412,True,,0.0629917420198235,-0.0166631488720831,-39.695217562490825,0,0.0,-39.695217562490825
2017-05-18 13:30:00+00:00,TSLA,0,2342.5206449504412,2333.034617133987,True,,0.06678615314640524,-0.0040494959294819,-9.486027816454126,0,0.0,-9.486027816454126
2017-05-18 18:00:00+00:00,TSLA,0,2333.034617133987,2361.8601796409575,True,,0.05525592814361702,0.0123553942557361,28.825562506970734,0,0.0,28.825562506970734
2017-05-24 13:30:00+00:00,TSLA,0,2361.8601796409575,2322.6655215639694,True,,0.07093379137441225,-0.016594825728823,-39.194658076988276,0,0.0,-39.194658076988276
2017-05-24 17:30:00+00:00,TSLA,0,2322.6655215639694,2394.002596572671,True,,0.04239896137093169,0.0307134515694997,71.33707500870173,0,0.0,71.33707500870173
2017-05-25 13:30:00+00:00,TSLA,0,2394.002596572671,2479.667196845919,True,,0.008133121261632348,0.0357830022389652,85.6646002732484,0,0.0,85.6646002732484
2017-05-26 13:30:00+00:00,TSLA,0,2479.667196845919,2546.7846770270667,True,,0.0,0.0270671323420012,67.11748018114763,0,0.0,67.11748018114763
2017-05-26 16:00:00+00:00,TSLA,0,2546.7846770270667,2549.4765935545365,True,,0.0,0.0010569863058122,2.691916527469956,0,0.0,2.691916527469956
2017-05-29 13:30:00+00:00,AAPL,0,2549.4765935545365,2548.4568029171146,True,,0.00040000000000006697,-0.0004,-1.0197906374218146,0,0.0,-1.0197906374218146
2017-05-30 15:00:00+00:00,AAPL,0,2548.4568029171146,2518.75800177025,True,,0.012048979724680664,-0.0116536411811531,-29.698801146864657,0,0.0,-29.698801146864657
2017-05-30 17:00:00+00:00,AAPL,0,2518.75800177025,2517.750498569542,True,,0.012444160132790816,-0.0004,-1.0075032007081,0,0.0,-1.0075032007081
2017-05-31 16:00:00+00:00,AAPL,0,2517.750498569542,2484.7018363648262,True,,0.02540708055664076,-0.0131262657771261,-33.04866220471555,0,0.0,-33.04866220471555
2017-06-02 14:00:00+00:00,MSFT,0,2484.7018363648262,2516.7321761282815,True,,0.01284358425138632,0.0128910194755264,32.03033976345518,0,0.0,32.03033976345518
2017-06-02 15:30:00+00:00,MSFT,0,2516.7321761282815,2528.537592754611,True,,0.00821305865402433,0.0046907719217429,11.80541662632945,0,0.0,11.80541662632945
2017-06-02 18:00:00+00:00,MSFT,0,2528.537592754611,2566.000314192289,True,,0.0,0.0148159637986104,37.4627214376778,0,0.0,37.4627214376778
2017-06-05 15:00:00+00:00,MSFT,0,2566.000314192289,2527.312594435833,True,,0.015077051839190392,0.0056208170111737,10.911703203199956,1,-49.599422959655655,-38.6877197564557
2017-06-07 13:30:00+00:00,NVDA,0,2527.312594435833,2603.1453339307263,True,,0.0,0.0300052869050896,75.83273949489352,0,0.0,75.83273949489352
2017-06-08 14:30:00+00:00,NVDA,0,2603.1453339307263,2670.35586752647,True,,0.0,0.0258189708886735,67.21053359574368,0,0.0,67.21053359574368
2017-06-09 14:00:00+00:00,NVDA,0,2670.35586752647,2641.287667989337,True,,0.010885515256833012,-0.0108855152568329,-29.068199537132642,0,0.0,-29.068199537132642
2017-06-13 15:00:00+00:00,TSLA,0,2641.287667989337,2659.9011801932584,True,,0.003915091415473193,0.0070471355428282,18.613512203921466,0,0.0,18.613512203921466
2017-06-14 14:30:00+00:00,AAPL,0,2659.9011801932584,2637.767520034182,True,,0.012203747031842016,-0.0083212340082004,-22.133660159076523,0,0.0,-22.133660159076523
2017-06-16 13:30:00+00:00,MSFT,0,2637.767520034182,2667.8952527551837,True,,0.0009214557509764632,0.0114216785566498,30.12773272100174,0,0.0,30.12773272100174
2017-06-16 16:30:00+00:00,MSFT,0,2667.8952527551837,2677.761971553511,True,,0.0,0.0036983156621827,9.86671879832737,0,0.0,9.86671879832737
2017-06-19 14:30:00+00:00,TSLA,0,2677.761971553511,2691.607960099869,True,,0.0,0.0051707316383783,13.845988546357994,0,0.0,13.845988546357994
