signal_time,symbol,deposit,starting_equity,ending_equity,trade_taken,skip_reason,drawdown,stock_return,stock_pnl,option_contracts,option_pnl_after_fees,trade_pnl
2017-08-16 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.003840727103619001,-0.0,0,0.0,0.0
2017-08-21 13:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.000400000000000022,-0.0,0,0.0,0.0
2017-08-21 17:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.022459030186845984,-0.0,0,0.0,0.0
2017-08-23 17:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,-0.016209282773289323,-0.0,0,0.0,0.0
2017-08-28 17:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,-0.025100612488389195,-0.0,0,0.0,0.0
2017-08-29 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,0.016458011099872594,0.0,0,0.0,0.0
2017-08-29 16:00:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.007442456630568483,-0.0,0,0.0,0.0
2017-08-31 15:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,0.019752072514880915,0.0,0,0.0,0.0
2017-09-01 18:00:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,0.046877488981202406,0.0,0,0.0,0.0
2017-09-04 13:30:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.01237143409177428,-0.0,0,0.0,0.0
2017-09-05 13:30:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.0025477197321903226,-0.0,0,0.0,0.0
2017-09-05 17:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,0.0312037653003147,0.0,0,0.0,0.0
2017-09-08 14:30:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,0.03828978987451019,0.0,0,0.0,0.0
2017-09-11 18:00:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.000400000000000022,-0.0,0,0.0,0.0
2017-09-13 14:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,0.00022167257451959413,0.0,0,0.0,0.0
2017-09-15 18:00:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.000400000000000022,-0.0,0,0.0,0.0
2017-09-19 13:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.01730647267344927,-0.0,0,0.0,0.0
2017-09-20 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.011591802510287862,-0.0,0,0.0,0.0
2017-09-20 17:00:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.0009120976110132511,-0.0,0,0.0,0.0
2017-09-21 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.029769022408787715,-0.0,0,0.0,0.0
2017-09-25 13:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.018560768167152086,-0.0,0,0.0,0.0
2017-09-26 14:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,0.005075578416956206,0.0,0,0.0,0.0
2017-09-26 17:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.03291318601747224,-0.0,0,0.0,0.0
2017-09-27 13:30:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,-0.000400000000000022,-0.0,0,0.0,0.0
2017-10-05 13:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.023410806186138066,-0.0,0,0.0,0.0
2017-10-10 17:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.044567898359313365,-0.0,0,0.0,0.0
2017-10-11 14:30:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,0.014266791783119782,0.0,0,0.0,0.0
2017-10-12 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,0.052586508160074194,0.0,0,0.0,0.0
2017-10-13 15:00:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,0.042719025943545194,0.0,0,0.0,0.0
2017-10-16 14:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.02425063441382298,-0.0,0,0.0,0.0
2017-10-18 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.014930118947765702,-0.0,0,0.0,0.0
2017-10-20 17:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,0.042440270228768215,0.0,0,0.0,0.0
2017-10-23 14:00:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.000400000000000022,-0.0,0,0.0,0.0
2017-10-24 16:00:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.004163048784671285,-0.0,0,0.0,0.0
2017-10-25 13:30:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,-0.014270972903775835,-0.0,0,0.0,0.0
2017-10-26 15:00:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,-0.006833815875439363,-0.0,0,0.0,0.0
2017-10-27 13:30:00+00:00,NVDA,0.0,2500.0,2500.0,True,,0.0,-0.033954663542521815,-0.0,0,0.0,0.0
2017-10-30 13:30:00+00:00,TSLA,0.0,2500.0,2500.0,True,,0.0,-0.033691194270208794,-0.0,0,0.0,0.0
2017-10-30 17:00:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,0.007781315862748595,0.0,0,0.0,0.0
2017-10-31 17:00:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.011775239561446726,-0.0,0,0.0,0.0
2017-11-06 15:00:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.000400000000000022,-0.0,0,0.0,0.0
2017-11-06 18:30:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.010382982410661445,-0.0,0,0.0,0.0
2017-11-08 14:30:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,0.004854806328929696,0.0,0,0.0,0.0
2017-11-10 14:30:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,-0.0045841305245550405,-0.0,0,0.0,0.0
2017-11-10 18:00:00+00:00,MSFT,0.0,2500.0,2500.0,True,,0.0,0.015082876594315554,0.0,0,0.0,0.0
2017-11-14 14:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,-0.0112485310568738,-0.0,0,0.0,0.0
2017-11-14 18:30:00+00:00,AAPL,0.0,2500.0,2500.0,True,,0.0,0.00579027075592713,0.0,0,0.0,0.0
