atr_pct,bar_cos,bar_sin,body_atr,body_change_ratio,close_location,closing_bar,distance_session_high_atr,distance_session_low_atr,doji_score,ema_slope_atr,ema_spread_atr,engulfing_strength_signed,gap_bps,hammer_score,inverted_hammer_score,lower_wick_body,lower_wick_range,marubozu_score,open_location,opening_bar,overlap_fraction,overnight_gap_abs,range_atr,range_change_ratio,realized_vol_13,relative_volume,return_1,return_13,return_2,return_26,return_4,return_8,shock_volume_flag,signed_body_fraction,three_bar_body_balance,three_bar_close_progress,upper_wick_body,upper_wick_range,volume_zscore,valid,entry_time,exit_time,entry_price,exit_price,net_return,gross_return,bars_held,exit_reason,mfe,mae,gap_through_stop,gap_through_target,symbol,signal_time,session,predicted_net_return,strike,dte,delta,iv,open_interest,option_volume,spread_fraction,expected_option_return,option_probability_profit,option_downside_semivariance,option_cvar10,option_utility,entry_fill,realized_option_return,fold,spot,premium_mid,liquid,expected_exit_iv,expected_hold_sessions,option_exit_fill,realized_exit_iv,bull_regime_score,extreme_bull_regime,option_overlay_eligible,stress_scenario
0.017910189392592004,1.0,0.0,0.8997490494184265,3.4317913945666496,0.918085814221841,0.0,0.16462698912699256,1.845122452475679,0.5523078495292811,-0.17081257381552778,0.6306633374770383,0.0,-81.18669113100663,0.17759274542373615,0.017839914644933976,1.0507078653409323,0.4703936637511221,0.44769215047071886,0.4703936637511221,1.0,0.3692112733822673,0.008118669113100663,2.0097494416026715,2.708476344286143,0.006305767986635889,1.2751538043605506,0.008126970259412003,-0.022179569638202667,0.01292200694589618,0.01676842334270967,0.0033876464404312134,-0.017717404800976944,0.0,0.44769215047071886,0.8049730461748533,0.6345571164294744,0.1829698950316796,0.081914185778159,0.6628030059734068,True,2017-08-16 14:00:00+00:00,2017-08-16 16:30:00+00:00,206.13343670958176,205.46541449427488,-0.003840727103619001,-0.003240727103619001,6,momentum_decay,0.015644432601148006,-0.009505924444641378,False,False,TSLA,2017-08-16 13:30:00+00:00,161,0.0013216155754625233,,,,,,,,,,,,,,,2,,,,,,,,0,False,False,mixed_control
0.00741274684056794,1.0,0.0,0.07067320749748428,0.2279805973524949,0.4795014000453428,0.0,0.22178094765543618,0.20431231690811202,0.8341367644713287,0.26121335993946665,0.4516389871669029,0.0,-40.82204374466492,0.25210685723354853,0.572519640706666,1.8909444489757672,0.3136381645166714,0.16586323552867133,0.3136381645166714,1.0,0.18765375726816672,0.0040822043744664915,0.42609326456354824,0.47086504999299783,0.0037026983848672517,1.0719795994630772,-0.0035601868988300867,0.006347362699051118,-0.0012733573752369276,0.0132929493064331,-0.0028424766786543376,0.004733868691039866,0.0,0.16586323552867135,0.5798439680056855,-0.26564266503511014,3.138119175645158,0.5204985999546572,0.14946546832772853,True,2017-08-21 14:00:00+00:00,2017-08-21 15:30:00+00:00,131.0002088907008,131.02640893247894,-0.000400000000000022,0.00019999999999997797,4,stop,0.012086849650010167,-0.005451851722600876,False,False,AAPL,2017-08-21 13:30:00+00:00,164,0.0011772074630859595,,,,,,,,,,,,,,,2,,,,,,,,0,False,False,mixed_control
0.016191874212478523,-0.7485107481711013,-0.663122658240795,0.17422831943340222,1.9344883316851498,0.6843209216895121,0.0,0.18690973866282434,2.1486893587745945,0.7057390605337086,0.17576407045400913,-0.10065480492270505,0.0,0.0,0.21339365279354813,0.15392997933404837,1.3255581353406767,0.3900599822232207,0.2942609394662914,0.3900599822232207,0.0,0.4851007777966675,0.0,0.5920878243283143,1.3978075821852722,0.010481264722604602,1.1082856920580835,0.0028290640571266845,0.0011865524650815917,0.004297784606398292,0.024206031585999987,0.020893102906500705,0.017407915498495186,0.0,0.29426093946629134,1.0,0.8267280608326261,1.0727862110495758,0.3156790783104879,0.3516759598024298,True,2017-08-21 18:00:00+00:00,2017-08-22 13:30:00+00:00,201.00828918722343,196.61444292607365,-0.022459030186845984,-0.021859030186845985,5,stop,0.010885372711099128,-0.03501547573746988,False,False,TSLA,2017-08-21 17:30:00+00:00,164,0.0013542127891208416,,,,,,,,,,,,,,,2,,,,,,,,0,False,False,mixed_control
0.016703273315234933,-0.9709418174260521,-0.23931566428755743,0.16274796855216203,0.28552776182741907,0.4918345384733033,0.0,0.7743000978764307,0.9832725051693438,0.7365952051346875,0.3535431085404927,0.1395845640752293,0.0,0.0,0.10472626911087186,0.3654808093219927,0.8672193827164796,0.22842974360799073,0.26340479486531254,0.22842974360799073,0.0,0.43296632308322314,0.0,0.6178625891581828,0.43296632308315103,0.012531128789304726,1.3048262494587537,0.0027258337716262737,0.037458388664346476,0.012390774743444632,0.008200779542972159,0.005609214355652092,0.03842141812623301,0.0,0.26340479486531254,1.0,0.7496814487968495,1.9292187212681395,0.5081654615266967,0.8794518350585021,True,2017-08-23 17:30:00+00:00,2017-08-24 14:00:00+00:00,251.97209544471667,248.03899175594185,-0.016209282773289323,-0.015609282773289324,7,momentum_decay,0.013414466273689474,-0.022312006414460073,False,False,NVDA,2017-08-23 17:00:00+00:00,166,0.0012343662453547359,,,,,,,,,,,,,,,2,,,,,,,,2,False,False,mixed_control
0.01814860184325127,-0.9709418174260521,-0.23931566428755743,0.3489712446775153,3.501354478441142,0.6585071338238676,0.0,0.3295903847703208,2.2434677314136646,0.6384263738730637,0.40290372178041084,-0.10309283705015507,0.0,0.0,0.11508335470493831,0.14130933617441357,0.821225571337709,0.29693350769693133,0.36157362612693633,0.29693350769693133,0.0,0.47791150245789776,0.0,0.9651457392387441,2.0663990921707804,0.0066940650921211075,1.1049338483774969,0.006373707029183828,0.005127593143819054,0.008209005015064275,0.017538968306269442,0.028607501152329684,0.019453884228029183,0.0,0.36157362612693633,1.0,1.1511538996756718,0.9444628742253073,0.3414928661761324,0.2025048939346842,True,2017-08-28 17:30:00+00:00,2017-08-28 18:00:00+00:00,245.71547854873742,239.6952988264157,-0.025100612488389195,-0.024500612488389195,2,stop,0.011371675986677987,-0.02906232895094063,False,False,NVDA,2017-08-28 17:00:00+00:00,169,0.0007021862447958334,,,,,,,,,,,,,,,2,,,,,,,,0,False,False,mixed_control
0.021523842115931287,1.0,0.0,0.0436680306576425,0.10412698960284496,0.7047494852211237,0.0,0.10040083547660293,0.23965220575787796,0.8715846489738301,-0.07469612089345201,0.011450032251243674,0.0,61.48500713111016,0.6142488326909405,0.2829993987903764,4.488047025425862,0.5763341341949538,0.12841535102616997,0.5763341341949538,1.0,0.05606922490240217,0.006148500713111016,0.34005304123448094,0.3131983901866325,0.009335382638103821,1.203427188732627,0.007095073196740076,0.014903831607109286,0.0163341178846923,0.01808047981093419,0.006095457687161243,-0.0001337210630782959,0.0,0.1284153510261699,-0.2685718711630805,-0.05420224695883904,2.299183955952461,0.2952505147788763,0.4424459750820744,True,2017-08-29 14:00:00+00:00,2017-08-29 16:00:00+00:00,208.99982965471966,212.56495106884137,0.016458011099872594,0.017058011099872594,5,momentum_decay,0.03436915077422076,-0.02087511515045881,False,False,TSLA,2017-08-29 13:30:00+00:00,170,0.0013448289668264938,,,,,,,,,,,,,,,2,,,,,,,,0,False,False,mixed_control
0.00910601643052262,-0.7485107481711012,0.6631226582407952,0.37857985221141166,4.448841804049704,0.5137990808704188,0.0,0.7853544016394186,1.0824934671544293,0.6340776617338566,-0.03570885808702216,0.3638718421801962,0.0,0.0,0.04388594705093811,0.23930428251461136,0.4041205664150268,0.1478767426042755,0.3659223382661434,0.1478767426042755,0.0,0.3408562862935888,0.0,1.0345907112565023,2.309212367564397,0.004818559165868915,1.1296278561428488,0.003459279717499486,-0.005104357071916921,0.004240145326845246,-0.0004840460067819796,-0.002739858433865705,0.002941545456779604,0.0,0.36592233826614334,0.8903367874220598,0.43127059009102603,1.3286997493307788,0.48620091912958113,0.27046580183789615,True,2017-08-29 16:30:00+00:00,2017-08-30 13:30:00+00:00,171.15831263633217,169.98716930515678,-0.007442456630568483,-0.006842456630568483,8,momentum_decay,0.00939954066017723,-0.009146528743355087,False,False,MSFT,2017-08-29 16:00:00+00:00,170,0.0007447909214485624,,,,,,,,,,,,,,,2,,,,,,,,0,False,False,mixed_control
0.0206660344774017,0.120536680255323,0.992708874098054,0.2049899092049184,0.19447818760578847,0.7715387120923833,0.0,0.15465182962147553,2.1727942032338357,0.6825153229368752,0.46688302797719294,-0.0247803596664108,0.0,0.0,0.2510346339514827,0.08937800632240457,1.4301604701966135,0.45405403502925856,0.31748467706312467,0.45405403502925856,0.0,0.2774150983305469,0.0,0.6456686700635973,0.2774150983305232,0.008879303651230247,1.8728382003446729,0.004254351361201225,0.02009292641583693,0.02671447492432577,0.011282875417023774,0.03896281273018354,0.04302172533992965,0.0,0.3174846770631247,1.0,1.4119159846312996,0.7195978401879559,0.2284612879076167,1.6766258228088247,True,2017-08-31 15:30:00+00:00,2017-08-31 19:30:00+00:00,243.52441572756743,248.4806422955989,0.019752072514880915,0.020352072514880915,9,ambiguous_stop_first,0.059314711698874145,-0.008319139134367215,False,False,NVDA,2017-08-31 15:00:00+00:00,172,0.0006132182079564044,,,,,,,,,,,,,,,2,,,,,,,,1,False,False,mixed_control
0.022082553014512753,-0.3546048870425359,-0.9350162426854147,0.517012757198451,1.3987675746069004,0.5701931126726543,0.0,0.5479274805747809,2.3628765361600843,0.5944433309917423,0.42033141908907545,0.274831526531789,0.0,0.0,0.045865443832862486,0.17542300742971723,0.40595176024827634,0.16463644366439656,0.4055566690082577,0.16463644366439656,0.0,0.4289651172131837,0.0,1.2748224766288427,1.3015599588532138,0.012546133320301031,1.0854705396638298,0.011548813986049566,0.053439732980214094,0.019970116683325045,0.04103317781200744,0.0247552915379603,0.029137081546439347,0.0,0.40555666900825776,0.7617300333315425,0.7954987115622342,1.0597948947016822,0.42980688732734573,0.18963000803972552,True,2017-09-01 18:30:00+00:00,2017-09-04 13:30:00+00:00,216.0815176336368,226.34052550612927,0.046877488981202406,0.04747748898120241,4,target,0.06221109580161266,-0.017534973591391223,False,False,TSLA,2017-09-01 18:00:00+00:00,173,0.0010328895275257108,,,,,,,,,,,,,,,2,,,,,,,,2,False,False,mixed_control
0.014439053780318553,1.0,0.0,1.1223299525730726,3.175841038286387,0.9406736777147219,0.0,0.14289609148803833,2.265749615571037,0.5340410798965438,0.398802796272835,0.6688118839736102,0.0,-113.81865123636037,0.17059940227659084,0.011905521044389295,1.01879100738258,0.4747147576112656,0.4659589201034563,0.4747147576112656,1.0,0.36539584016188026,0.011381865123636037,2.408645707059075,2.7367580308427333,0.007405492083071283,1.8241960730541664,0.004902971956996849,0.024259965589140897,0.010082395945055556,0.021204820412610514,0.008927706431171467,0.028970209720246443,0.0,0.46595892010345624,1.0,0.8368682427063442,0.12732092836013362,0.05932632228527815,1.8405229947210189,True,2017-09-04 14:00:00+00:00,2017-09-04 17:00:00+00:00,176.24112362819565,174.1665128571461,-0.01237143409177428,-0.01177143409177428,7,momentum_decay,0.008362386018394785,-0.01613959930599229,False,False,MSFT,2017-09-04 13:30:00+00:00,174,0.0005495185256491132,,,,,,,,,,,,,,,2,,,,,,,,1,False,False,mixed_control
