open_time,open,high,low,close,volume,buy_hold_equity,buy_hold_drawdown
2022-10-05 18:40:00+00:00,103474623.72222348,103613788.77674788,103346570.01055446,103485721.33137305,93.06122773264933,1.0,0.0
2022-10-05 18:45:00+00:00,103485721.33137305,103611628.418414,103361091.8438263,103486997.39408478,92.98157086163627,1.0000123308094615,0.0
2022-10-05 18:50:00+00:00,103486997.39408478,103622985.17219967,103359755.64588688,103495732.68358475,93.00418888260731,1.0000967413869557,0.0
2022-10-05 18:55:00+00:00,103495732.68358475,103627691.38569209,103369526.77791819,103501478.47343121,93.0427928905933,1.0001522639244858,0.0
2022-10-05 19:00:00+00:00,103501478.47343121,103644847.80215052,103372311.92281128,103515663.5490078,93.00145206075464,1.0002893367050985,0.0
2022-10-05 19:05:00+00:00,103515663.5490078,103640349.18302749,103391323.82832994,103516009.04734801,93.13766284436075,1.0002926753139012,0.0
2022-10-05 19:10:00+00:00,103516009.04734801,103652621.70354778,103388579.64827536,103525181.01367897,93.05511923505244,1.0003813055733513,0.0
2022-10-05 19:15:00+00:00,103525181.01367897,103654541.65090157,103399621.88146599,103528977.91366918,92.98441401860005,1.0004179956591075,0.0
2022-10-05 19:20:00+00:00,103528977.91366918,103667852.65374509,103400951.06689996,103539812.40873443,93.0791704412422,1.0005226912144543,0.0
2022-10-05 19:25:00+00:00,103539812.40873443,103674677.1477871,103412814.58617173,103547669.68779789,93.05170440697631,1.0005986174288382,0.0
2022-10-05 19:30:00+00:00,103547669.68779789,103680696.66959873,103421140.89408363,103554159.94519477,92.97346558453059,1.00066133388202,0.0
2022-10-05 19:35:00+00:00,103554159.94519477,103678433.86017996,103429892.6419315,103554166.548992,92.9892944725774,1.0006613976956278,0.0
2022-10-05 19:40:00+00:00,103554166.548992,103697678.0946944,103424916.31301025,103568410.08077186,93.19732728537966,1.0007990353484035,0.0
2022-10-05 19:45:00+00:00,103568410.08077186,103698671.69504678,103442579.13609989,103572835.37384342,92.99174035766008,1.0008417977026165,0.0
2022-10-05 19:50:00+00:00,103572835.37384342,103716990.81953833,103443401.76103579,103587538.83201203,93.03991509032583,1.0009838797017507,0.0
2022-10-05 19:55:00+00:00,103587538.83201203,103716421.1895439,103462048.1391318,103590926.39281721,93.06911165186872,1.0010166142738406,0.0
2022-10-05 20:00:00+00:00,103590926.39281721,103734489.79950619,103461630.03784198,103605175.65939964,92.98639068457187,1.001154307342982,0.0
2022-10-05 20:05:00+00:00,103605175.65939964,103610355.91818261,103584454.62426777,103589634.88305074,79.0855738758224,1.0010041341968805,0.00015000000000010356
2022-10-05 20:10:00+00:00,103589634.88305074,103699291.9108341,103558705.97777851,103668363.00556187,109.44769405729423,1.0017648973388704,0.0
2022-10-05 20:15:00+00:00,103668363.00556186,103778942.59276779,103640718.10876037,103751297.6959663,115.43654902763764,1.0025663092567414,0.0
2022-10-05 20:20:00+00:00,103751297.69596629,103865618.65711504,103726202.85083607,103840523.81198482,121.62818978469005,1.003428516282702,0.0
2022-10-05 20:25:00+00:00,103840523.81198482,103970397.1207185,103714551.4917682,103844420.07381979,93.03314827228016,1.0034661665187425,0.0
2022-10-05 20:30:00+00:00,103636911.94619393,103775368.42699951,103508897.46187818,103647341.06042342,93.06505310948779,1.001561758733196,0.0018978295921559592
2022-10-05 20:35:00+00:00,103647341.06042342,103774632.81996888,103522209.19853464,103649498.35361277,93.28981947167166,1.001582605021569,0.0018770553109010296
2022-10-05 20:40:00+00:00,103649498.35361277,103790381.95265493,103520844.0192059,103661712.45756286,93.07642702657593,1.001700631970533,0.0017594360498815228
2022-10-05 20:45:00+00:00,103661712.45756286,103796550.30487701,103534613.20965043,103669441.58031532,93.18751559356889,1.0017753197888428,0.0016850062177638338
2022-10-05 20:50:00+00:00,103669441.58031532,103811518.28021029,103540460.48446454,103682520.91161358,93.21721596581058,1.0019017075757761,0.0015590549987289455
2022-10-05 20:55:00+00:00,103682520.91161358,103811593.47620474,103556896.49515611,103685964.88693795,93.1401878815499,1.001934987290891,0.0015258902381967065
2022-10-05 21:00:00+00:00,103685964.88693795,103826757.0589099,103557301.80784877,103698078.94758038,93.03004345849962,1.0020520475044798,0.001409234373261035
2022-10-05 21:05:00+00:00,103698078.94758038,103829976.02024437,103571709.08419837,103703599.429423,93.03781291578977,1.002105392852723,0.001356073290184102
2022-10-05 21:10:00+00:00,103703599.429423,103842283.36825693,103575466.73262937,103714137.65078965,92.9914886938727,1.0022072254652907,0.001254592427186032
2022-10-05 21:15:00+00:00,103714137.65078965,103845603.96320234,103587865.08484824,103719325.08153382,93.04204829642886,1.0022573524845302,0.0012046385563810433
2022-10-05 21:20:00+00:00,103719325.08153382,103856875.70722684,103591471.94793242,103729010.63440114,93.05313811663028,1.002350945617406,0.0011113687123159258
2022-10-05 21:25:00+00:00,103729010.63440114,103861989.22962846,103602333.12989266,103735304.03939316,93.0394888786039,1.0024117598525588,0.001050764541311551
2022-10-05 21:30:00+00:00,103735304.03939316,103879967.60165206,103605594.35387951,103750239.2412971,92.91323767223523,1.0025560812305403,0.0009069416773258457
2022-10-05 21:35:00+00:00,103750239.2412971,103886080.47120677,103622801.3825579,103758632.30315322,92.99496356985497,1.0026371848045226,0.0008261182507985274
2022-10-05 21:40:00+00:00,103758632.30315322,103895067.04514685,103631033.25123812,103767457.14072838,93.097013582625,1.0027224607001886,0.0007411369145948131
2022-10-05 21:45:00+00:00,103767457.14072838,103896912.1496984,103641658.13902213,103771108.72112094,92.92479712742508,1.0027577465381339,0.0007059729607689107
2022-10-05 21:50:00+00:00,103771108.72112094,103906683.46050115,103643721.33160943,103779286.03268142,92.92558718780819,1.0028367652805776,0.0006272271643681275
2022-10-05 21:55:00+00:00,103779286.03268142,103904742.65940535,103654512.19889256,103779968.00568038,92.98521568438933,1.0028433553008258,0.0006206599073264403
2022-10-05 22:00:00+00:00,103779968.00568038,103921201.56251712,103651107.0158875,103792325.22906913,93.0332410755039,1.002962765237093,0.0005016624361098522
2022-10-05 22:05:00+00:00,103792325.22906913,103921825.99382006,103666492.26352222,103795988.58698918,93.08100134745068,1.0029981648832753,0.0004663850671625896
2022-10-05 22:10:00+00:00,103795988.58698918,103932355.24334767,103668373.95401518,103804729.86318807,93.13605676112864,1.003082633311252,0.0003822084094984419
2022-10-05 22:15:00+00:00,103804729.86318807,103934557.20489177,103678801.27648832,103808623.89422785,93.05327040556627,1.003120261990742,0.0003447097067562959
2022-10-05 22:20:00+00:00,103808623.89422785,103949478.76518437,103679835.50869237,103820675.42812043,93.07189045553058,1.0032367179977886,0.00022865596131654134
2022-10-05 22:25:00+00:00,103820675.42812043,103953363.03353931,103693991.79005553,103826672.0782666,92.9167805139504,1.0032946646407555,0.00017090947727920928
2022-10-05 22:30:00+00:00,103826672.0782666,103972217.37941006,103696652.77053852,103842178.65322137,93.01461878986531,1.00344450729301,2.158441057124661e-05
2022-10-05 22:35:00+00:00,103842178.65322137,103969108.11353809,103716967.39303952,103843894.78407274,92.9957279963729,1.0034610905552157,5.058430165557673e-06
2022-10-05 22:40:00+00:00,103843894.78407274,103980048.51513295,103716292.70535532,103852435.94114858,92.98536284732845,1.0035436251983139,0.0
2022-10-05 22:45:00+00:00,103852435.94114858,103981539.45592457,103726652.42439413,103855751.9229345,92.99826486545017,1.0035756680902534,0.0
2022-10-05 22:50:00+00:00,103855751.9229345,103991562.12462808,103728228.28144002,103864028.32061154,92.98808297911303,1.0036556443185731,0.0
2022-10-05 22:55:00+00:00,103864028.32061154,103991550.26852967,103738644.16239685,103866163.53269714,92.95027888329152,1.003676277233512,0.0
2022-10-05 23:00:00+00:00,103866163.53269714,104007286.82101615,103737254.46008706,103878362.60804239,93.06487861638549,1.0037941589585297,0.0
2022-10-05 23:05:00+00:00,103878362.60804239,104003820.03611472,103753500.4711417,103878957.18453111,93.07223883842452,1.0037999044515413,0.0
2022-10-05 23:10:00+00:00,103878957.18453111,104018364.75349584,103750481.13147719,103889875.19719534,93.04926198065026,1.00390540705155,0.0
2022-10-05 23:15:00+00:00,103889875.19719534,104014727.95687917,103765159.45006377,103890012.04546659,92.86748569722953,1.0039067294395037,0.0
2022-10-05 23:20:00+00:00,103890012.04546659,104028724.89096135,103761706.1065933,103900406.11523439,92.98839706395826,1.00400716909083,0.0
2022-10-05 23:25:00+00:00,103900406.11523439,104027800.64432678,103775022.61586443,103902414.72103919,93.04865691765876,1.0040265785878986,0.0
2022-10-05 23:30:00+00:00,103902414.72103919,104039248.51048999,103774584.46044728,103911407.18654394,92.90686024379063,1.004113474300554,0.0
2022-10-05 23:35:00+00:00,103911407.18654394,104038948.85434422,103785975.79256596,103913514.91612719,92.939175889415,1.0041338416474317,0.0
2022-10-05 23:40:00+00:00,103913514.91612719,104052141.71462943,103785210.36643836,103923824.4355257,93.06649256751993,1.0042334642742625,0.0
2022-10-05 23:45:00+00:00,103923824.4355257,104053480.35953529,103797834.3546857,103927485.83986107,93.13585238206089,1.004268845042626,0.0
2022-10-05 23:50:00+00:00,103927485.83986107,104061424.96483651,103800383.05909154,103934313.8334659,92.93902746158614,1.0043348250978161,0.0
2022-10-05 23:55:00+00:00,103934313.8334659,104063202.93952124,103808513.05051951,103937398.42302655,92.93859489697817,1.0043646320076098,0.0
2022-10-06 00:00:00+00:00,103937398.42302655,104076304.69983861,103809000.24731167,103947893.55904725,93.03445539577672,1.0044660482792043,0.0
2022-10-06 00:05:00+00:00,103947893.55904725,104078964.17731526,103821515.63739043,103952580.55729288,93.0054653965569,1.0045113395347063,0.0
2022-10-06 00:10:00+00:00,103952580.55729288,104094106.82794958,103823490.26620404,103965001.1127788,92.96152984703402,1.0046313614597229,0.0
2022-10-06 00:15:00+00:00,103965001.1127788,104094463.45020477,103839024.56248742,103968482.68122463,93.00711397936423,1.0046650044435186,0.0
2022-10-06 00:20:00+00:00,103968482.68122463,104109806.9468557,103839430.57214156,103980739.62369779,92.97732431029412,1.0047834453483648,0.0
2022-10-06 00:25:00+00:00,103980739.62369779,104113150.63751158,103853985.3038022,103986389.43040392,92.98904929574073,1.0048380403846022,0.0
2022-10-06 00:30:00+00:00,103986389.43040392,104118885.96969494,103859607.93389265,103992097.51381756,92.9798359669331,1.0048931985585048,0.0
2022-10-06 00:35:00+00:00,103992097.51381756,104124688.76614197,103865286.40910316,103997870.62152563,92.92013636510534,1.0049489850731448,0.0
