signal_time,symbol,deposit,starting_equity,ending_equity,trade_taken,skip_reason,drawdown,stock_return,stock_pnl,option_contracts,option_pnl_after_fees,trade_pnl
2017-05-09 16:00:00+00:00,MSFT,0.0,2500.0,2474.4832115282998,True,,0.010206715388680121,-0.010206715388680076,-25.51678847170019,0,0.0,-25.51678847170019
2017-05-11 15:30:00+00:00,MSFT,0.0,2474.4832115282998,2453.83659908417,True,,0.018465360366332062,-0.008343807849631023,-20.64661244413001,0,0.0,-20.64661244413001
2017-05-11 17:30:00+00:00,NVDA,0.0,2453.83659908417,2453.83659908417,True,,0.018465360366332062,-0.008458382786655626,-0.0,0,0.0,0.0
2017-05-15 13:30:00+00:00,NVDA,0.0,2453.83659908417,2452.8550644445363,True,,0.018857974222185492,-0.000400000000000022,-0.9815346396337219,0,0.0,-0.9815346396337219
2017-05-16 13:30:00+00:00,TSLA,0.0,2452.8550644445363,2391.5036669720366,True,,0.043398533211185364,-0.02501223915013213,-61.3513974724995,0,0.0,-61.3513974724995
2017-05-16 16:00:00+00:00,MSFT,0.0,2391.5036669720366,2402.5374438724775,True,,0.03898502245100899,0.0046137403228034175,11.03377690044112,0,0.0,11.03377690044112
2017-05-17 17:30:00+00:00,TSLA,0.0,2402.5374438724775,2402.5374438724775,True,,0.03898502245100899,-0.016663148872083155,-0.0,0,0.0,0.0
2017-05-18 13:30:00+00:00,TSLA,0.0,2402.5374438724775,2402.5374438724775,True,,0.03898502245100899,-0.00404949592948196,-0.0,0,0.0,0.0
2017-05-18 18:00:00+00:00,TSLA,0.0,2402.5374438724775,2402.5374438724775,True,,0.03898502245100899,0.012355394255736108,0.0,0,0.0,0.0
2017-05-24 13:30:00+00:00,TSLA,0.0,2402.5374438724775,2362.667753684442,True,,0.054932898526223295,-0.016594825728823048,-39.86969018803575,0,0.0,-39.86969018803575
2017-05-24 17:30:00+00:00,TSLA,0.0,2362.667753684442,2362.667753684442,True,,0.054932898526223295,0.030713451569499717,0.0,0,0.0,0.0
2017-05-25 13:30:00+00:00,TSLA,0.0,2362.667753684442,2362.667753684442,True,,0.054932898526223295,0.035783002238965286,0.0,0,0.0,0.0
2017-05-26 13:30:00+00:00,TSLA,0.0,2362.667753684442,2426.6183944535974,True,,0.029352642218561042,0.027067132342001244,63.950640769155584,0,0.0,63.950640769155584
2017-05-26 16:00:00+00:00,TSLA,0.0,2426.6183944535974,2426.6183944535974,True,,0.029352642218561042,0.001056986305812236,0.0,0,0.0,0.0
2017-05-29 13:30:00+00:00,AAPL,0.0,2426.6183944535974,2425.6477470958157,True,,0.029740901161673716,-0.000400000000000022,-0.9706473577814922,0,0.0,-0.9706473577814922
2017-05-30 15:00:00+00:00,AAPL,0.0,2425.6477470958157,2397.3801186192886,True,,0.04104795255228455,-0.01165364118115315,-28.26762847652716,0,0.0,-28.26762847652716
2017-05-30 17:00:00+00:00,AAPL,0.0,2397.3801186192886,2396.421166571841,True,,0.04143153337126371,-0.000400000000000022,-0.9589520474477682,0,0.0,-0.9589520474477682
2017-05-31 16:00:00+00:00,AAPL,0.0,2396.421166571841,2396.421166571841,True,,0.04143153337126371,-0.013126265777126122,-0.0,0,0.0,0.0
2017-06-02 14:00:00+00:00,MSFT,0.0,2396.421166571841,2427.3134785016823,True,,0.02907460859932709,0.012891019475526445,30.8923119298414,0,0.0,30.8923119298414
2017-06-02 15:30:00+00:00,MSFT,0.0,2427.3134785016823,2438.6994524119063,True,,0.02452021903523749,0.004690771921742987,11.385973910223992,0,0.0,11.385973910223992
2017-06-02 18:00:00+00:00,MSFT,0.0,2438.6994524119063,2474.8311352145324,True,,0.010067545914187015,0.014815963798610433,36.13168280262589,0,0.0,36.13168280262589
2017-06-05 15:00:00+00:00,MSFT,0.0,2474.8311352145324,2435.6309701859836,True,,0.025747611925606595,0.005620817011173718,10.399257931107076,1,-49.599422959655655,-39.20016502854858
2017-06-07 13:30:00+00:00,NVDA,0.0,2435.6309701859836,2435.6309701859836,True,,0.025747611925606595,0.03000528690508968,0.0,0,0.0,0.0
2017-06-08 14:30:00+00:00,NVDA,0.0,2435.6309701859836,2435.6309701859836,True,,0.025747611925606595,0.02581897088867351,0.0,0,0.0,0.0
2017-06-09 14:00:00+00:00,NVDA,0.0,2435.6309701859836,2435.6309701859836,True,,0.025747611925606595,-0.010885515256832966,-0.0,0,0.0,0.0
2017-06-13 15:00:00+00:00,TSLA,0.0,2435.6309701859836,2452.7951917651944,True,,0.018881923293922243,0.007047135542828254,17.16422157921091,0,0.0,17.16422157921091
2017-06-14 14:30:00+00:00,AAPL,0.0,2452.7951917651944,2432.3849090003273,True,,0.027046036399869133,-0.008321234008200461,-20.41028276486711,0,0.0,-20.41028276486711
2017-06-16 13:30:00+00:00,MSFT,0.0,2432.3849090003273,2460.166827556975,True,,0.015933268977210036,0.011421678556649818,27.781918556647657,0,0.0,27.781918556647657
2017-06-16 16:30:00+00:00,MSFT,0.0,2460.166827556975,2469.2653010669114,True,,0.012293879573235467,0.0036983156621827502,9.09847350993641,0,0.0,9.09847350993641
2017-06-19 14:30:00+00:00,TSLA,0.0,2469.2653010669114,2482.033209282688,True,,0.007186716286924799,0.005170731638378379,12.767908215776593,0,0.0,12.767908215776593
