atr_pct,bar_cos,bar_sin,body_atr,body_change_ratio,close_location,closing_bar,distance_session_high_atr,distance_session_low_atr,doji_score,ema_slope_atr,ema_spread_atr,engulfing_strength_signed,gap_bps,hammer_score,inverted_hammer_score,lower_wick_body,lower_wick_range,marubozu_score,open_location,opening_bar,overlap_fraction,range_atr,range_change_ratio,realized_vol_13,relative_volume,return_1,return_13,return_2,return_26,return_4,return_8,signed_body_fraction,three_bar_body_balance,three_bar_close_progress,upper_wick_body,upper_wick_range,volume_zscore,valid,entry_time,exit_time,entry_price,exit_price,net_return,gross_return,bars_held,exit_reason,mfe,mae,symbol,signal_time,session
0.005289635005857535,-0.7485107481711012,0.6631226582407952,0.08736418554803982,0.42313758906611804,0.6407802924138237,0.0,1.1463588082275555,0.8172695884375146,0.7930047601495825,-0.0880308191772139,-0.06071231390996654,0.0,0.0,0.3549587696868239,0.259738104143361,2.095628154895418,0.4337850525634063,0.20699523985041746,0.4337850525634063,0.0,0.6395774444511877,0.42205891116709965,0.6395774444504964,0.002208999800230273,1.2485145273501166,0.0004623383120656577,0.003179071985224269,0.001556682179973068,-0.007150566682825543,-0.0031033992738915828,0.002296538139324067,0.20699523985041743,-0.4892433237788997,-0.5321698094238562,1.735400813288408,0.3592197075861763,0.6767930919075797,True,2019-01-09 17:30:00+00:00,2019-01-09 19:30:00+00:00,265.0485966184513,266.3855759813702,0.004444280105521715,0.005044280105521715,5,stop,0.010333915111379266,-0.0015976281814810145,MSFT,2019-01-09 17:00:00+00:00,5
0.009153464067004737,-0.9709418174260521,-0.23931566428755743,0.5852811041786173,2.7833791346944716,0.7443568148213768,0.0,0.5223268298364278,1.273413312676411,0.602873815882595,0.18036906992685625,0.22424450761969336,0.0,0.0,0.1307903922994863,0.08444435672435996,0.8743584396868066,0.347230630703972,0.39712618411740497,0.347230630703972,0.0,0.49163039481365367,1.4737912723619024,2.034048363462829,0.0038534891537906307,1.0692297030742084,0.005386205340988992,0.015811896453011176,0.007335532314334259,0.022603246851419456,0.002727194703218805,0.011471248385288124,0.3971261841174049,0.9667061260733497,0.8082046716025978,0.6437328874361584,0.2556431851786231,0.20442373890979187,True,2019-01-09 18:30:00+00:00,2019-01-09 19:30:00+00:00,214.41507027952434,216.25622244201296,0.007986859869916586,0.008586859869916585,3,stop,0.018831553870225504,-0.00415426627261517,TSLA,2019-01-09 18:00:00+00:00,5
0.009729414674894424,-0.7485107481711013,-0.663122658240795,0.6681082473264407,1.2212816255888923,0.6740727461679749,0.0,0.5281544504690726,1.8583519500733126,0.587706425421127,0.35983766718619753,0.3295637420216146,0.0,0.0,0.0838444798718988,0.11432457337573282,0.6349339105182589,0.26177917158910186,0.41229357457887306,0.26177917158910186,0.0,0.34945442448830427,1.6204672799202926,1.1763533113473008,0.004016262345073957,1.2911668035048947,0.006542832574844448,0.023898478965595604,0.011964278955593155,0.02650973898983211,0.01380046490443565,0.007990251667001624,0.412293574578873,1.0,1.5212417233691893,0.7905222732726385,0.32592725383202514,0.856627028190861,True,2019-01-09 19:00:00+00:00,2019-01-09 19:30:00+00:00,215.81795218588678,215.86111577632397,-0.000400000000000022,0.00019999999999997797,2,stop,0.012208840893481954,-0.004377112816802642,TSLA,2019-01-09 18:30:00+00:00,5
0.005506701131613883,1.0,0.0,0.26346998474531463,0.27339125430442884,0.6734397667325577,0.0,0.24952932564571462,0.5145849179932471,0.6551955588596484,0.29350097983627366,0.42021622585438323,0.0,-9.624229911030513,0.140181222128043,0.13886686234107798,0.9531064173781604,0.3286353255922061,0.3448044411403516,0.3286353255922061,1.0,0.35356173311481076,0.7641142436389617,0.3535617331146997,0.002616931503889559,1.4168490790339083,0.000489137136881812,0.008893963252513126,0.005829549629243536,0.008614403795652148,0.00215680841809629,0.009143990460820373,0.3448044411403516,0.644570167337838,0.8095768782590769,0.9470882456925069,0.3265602332674423,1.208905643466728,True,2019-01-10 15:00:00+00:00,2019-01-11 16:00:00+00:00,267.4721984575843,268.92913949169105,0.004847074658631479,0.005447074658631479,16,ambiguous_stop_first,0.017016029884434847,-0.004438185568638953,MSFT,2019-01-10 14:30:00+00:00,6
0.005256735069204741,0.8854560256532099,0.4647231720437685,0.15377710494140817,0.5576174143207637,0.7662803912368807,0.0,0.13001929946235263,0.6923955963892624,0.7235739236232559,0.4530884776546527,0.5123149093496681,0.0,0.0,0.3275195987905717,0.10403321297259002,1.7720987877795034,0.48985431486013653,0.2764260763767442,0.48985431486013653,0.0,0.6489325046458736,0.5563046256599311,0.695552906713757,0.0025414626813788995,1.0783894878960008,0.0008090194838261677,0.006826097215449911,0.0012985523421820133,0.007921972302199487,0.005166682006508383,0.008442193673036114,0.27642607637674416,1.0,1.2153940288821647,0.8455049242297249,0.2337196087631193,0.23045469468182203,True,2019-01-10 15:30:00+00:00,2019-01-10 17:00:00+00:00,267.6885886775183,267.4725885519191,-0.0014069082311886742,-0.0008069082311886744,4,momentum_decay,0.0038561430083452475,-0.0017216971006681625,MSFT,2019-01-10 15:00:00+00:00,6
0.01124989667285106,0.8854560256532099,0.4647231720437685,0.21661446695916736,0.681050965528897,0.5629905861280098,0.0,0.2979061736873238,0.7461194025981036,0.6822403508113424,0.48158059186868934,0.7025694479804091,0.0,0.0,0.09880838259435033,0.2360599349489011,0.7717497723988711,0.24523093693935216,0.3177596491886576,0.24523093693935216,0.0,0.49907802310029326,0.6816928062208453,0.7716843241989196,0.005531608958178807,1.1556689519800256,0.0024428433124816795,0.02386217407336,0.014687688057382964,0.02249146087755527,0.009322841086711664,0.024635536026467175,0.3177596491886576,1.0,1.6382837137208075,1.3752829063948013,0.4370094138719902,0.5005474968284028,True,2019-01-10 15:30:00+00:00,2019-01-10 17:00:00+00:00,218.5203052328533,217.18748253398329,-0.006699308242544232,-0.006099308242544232,4,momentum_decay,0.0037362529029378866,-0.009741083136023287,TSLA,2019-01-10 15:00:00+00:00,6
0.005199674894925419,0.5680647467311559,0.8229838658936564,0.3306150606323609,2.1302878366771156,0.7247522552233427,0.0,0.2510973735993801,1.0294055124780686,0.6375866122222165,0.4760925933483908,0.6042835273739612,0.0,0.0,0.15399910618156837,0.10292655043019552,0.9997943775381278,0.36233886744555927,0.36241338777778354,0.36233886744555927,0.0,0.4563210857429434,0.9122595129821197,1.624849213928032,0.0025524229760665613,1.1198404674680589,0.0017220511930702287,0.008696125045133396,0.0025324638498638308,0.015556222875098724,0.008376776602804226,0.004949306158378297,0.36241338777778354,1.0,0.5689100268104289,0.7594855876152963,0.27524774477665725,0.3670851732166698,True,2019-01-10 16:00:00+00:00,2019-01-11 16:00:00+00:00,268.1495621310217,269.00773840331476,0.0026003642499842668,0.0032003642499842666,14,ambiguous_stop_first,0.014446979581042463,-0.0069530410932873155,MSFT,2019-01-10 15:30:00+00:00,6
0.005314721622851639,-0.970941817426052,0.23931566428755768,0.06671267764686627,0.2942234981264014,0.6113093671116626,0.0,3.464907748045562,0.5773975762341081,0.8242660687437786,-0.44138806015058357,0.43431616138032036,0.0,0.0,0.41630820787812234,0.3430050577714843,2.4786074762976176,0.43557543585544123,0.1757339312562214,0.43557543585544123,0.0,0.5428934351896415,0.37962320179134157,0.5428934351890946,0.0034254020379984257,1.6864769323470465,0.00035468506730107485,-0.0015336754540513642,0.0015620635063513522,0.006242832978773816,-0.010228776850797927,-0.007692177015305113,0.1757339312562214,-0.0821206062040194,-0.04969308276145314,2.2118132230110947,0.3886906328883374,1.5298545704345434,True,2019-01-11 18:00:00+00:00,2019-01-11 19:00:00+00:00,267.10477359725525,267.1581945519747,-0.000400000000000022,0.00019999999999997797,3,stop,0.0069618685787373735,-0.006409308229291422,MSFT,2019-01-11 17:30:00+00:00,7
0.010038978545219214,-0.970941817426052,0.23931566428755768,0.31404354659255673,2.5372600868426267,0.6007207742425557,0.0,0.3617955061793105,2.0540123353718265,0.6534200618969199,0.04661806667799843,0.5117852237558744,0.0,0.0,0.09594335375616479,0.18715495710393085,0.7332820172168153,0.2541408361394756,0.3465799381030801,0.2541408361394756,0.0,0.32916008430316845,0.9061215381115154,1.7238080613511408,0.006550175493192458,1.1297370506979263,0.003162647229874249,0.0083082635943319,0.004414631276647096,0.021563730166011874,0.0024256255513188663,-0.0036893162861045825,0.3465799381030801,0.4350242166037605,0.2600242009930866,1.152055216877871,0.39927922575744434,0.42780876741043106,True,2019-01-11 18:00:00+00:00,2019-01-11 20:30:00+00:00,217.86519233598284,217.90876537445004,-0.000400000000000022,0.00019999999999997797,6,stop,0.015144262898900474,-0.005436358649425044,TSLA,2019-01-11 17:30:00+00:00,7
0.005086995111720296,-0.9709418174260521,-0.23931566428755743,0.16295228274595022,2.339876993209277,0.5387573774333253,0.0,3.454066178155048,0.7656978229977187,0.7204678780172499,-0.3176798701062903,0.3853046414752347,0.0,0.0,0.11998644548626972,0.29354672993078024,0.9273540858585192,0.2592252554505752,0.2795321219827501,0.2592252554505752,0.0,0.45268363206728407,0.5829465379152595,1.4710144213823366,0.00343181724869495,1.1931330671160219,0.000829625173160986,-0.0011434148343764106,0.0011846044961223434,0.0018642147234202433,0.0005503988795467762,-0.004502069185800761,0.2795321219827501,1.0,0.44716409286717107,1.6500523063072385,0.4612426225666747,0.44774030642666446,True,2019-01-11 18:30:00+00:00,2019-01-11 18:30:00+00:00,267.32637044130297,265.49052172275003,-0.007467443400822459,-0.006867443400822459,1,stop,0.006127160159268508,-0.00695113114838386,MSFT,2019-01-11 18:00:00+00:00,7
