open_time,open,high,low,close,volume,session,bar_in_session
2019-01-02 14:30:00+00:00,265.3394981551318,265.58696026974656,265.09407063441984,265.2667230299636,162282.69262984398,0,0
2019-01-02 15:00:00+00:00,265.2667230299636,266.79437424966807,264.4766457340031,266.252884496259,135431.9741090988,0,1
2019-01-02 15:30:00+00:00,266.252884496259,267.0814544397113,264.04117356847536,264.90870882033363,197099.06299296874,0,2
2019-01-02 16:00:00+00:00,264.90870882033363,265.12213979711197,264.7528992951888,264.8974714384703,118917.44481578474,0,3
2019-01-02 16:30:00+00:00,264.8974714384703,265.20081784795565,264.6445650194108,265.0022328126858,135313.79886934828,0,4
2019-01-02 17:00:00+00:00,265.0022328126858,265.39382466843256,264.28453290456144,264.62116801336407,213350.47817023663,0,5
2019-01-02 17:30:00+00:00,264.62116801336407,264.97838565559465,264.40515845411676,264.7345992118795,179309.37437138628,0,6
2019-01-02 18:00:00+00:00,264.7345992118795,265.5522854912193,264.25610596430096,265.2096330230758,199657.07844328438,0,7
2019-01-02 18:30:00+00:00,265.2096330230758,266.3444777584974,264.7851597673914,265.8160584476952,199319.35556449866,0,8
2019-01-02 19:00:00+00:00,265.8160584476952,266.09394621985064,265.57737493297714,265.90037416561074,124209.19426761007,0,9
2019-01-02 19:30:00+00:00,265.90037416561074,266.3167717437724,265.35634650275375,265.5942814977164,139191.18722024604,0,10
2019-01-02 20:00:00+00:00,265.5942814977164,265.8173713377675,265.4690232426905,265.5946240881251,127609.50888090352,0,11
2019-01-02 20:30:00+00:00,265.5946240881251,265.9504135147299,264.95317652537386,265.2699365878887,233560.21065927178,0,12
2019-01-03 14:30:00+00:00,267.34756493428023,268.14750507873885,265.68146731527975,266.2905725339354,258862.65817116,1,0
2019-01-03 15:00:00+00:00,266.2905725339354,267.568091463803,265.6488220021975,267.07649883954406,177455.85342301117,1,1
2019-01-03 15:30:00+00:00,267.07649883954406,267.42444288910406,266.11263631663036,266.5956138465361,190691.07197050925,1,2
2019-01-03 16:00:00+00:00,266.5956138465361,267.8120707340245,266.1413246773474,267.2569094578753,255840.6946719355,1,3
2019-01-03 16:30:00+00:00,267.2569094578753,268.84573115346575,266.758314087505,268.1264040176252,89943.52066715641,1,4
2019-01-03 17:00:00+00:00,268.1264040176252,268.8123423138143,267.7413617766299,268.48652636730236,166242.72615588934,1,5
2019-01-03 17:30:00+00:00,268.48652636730236,269.5442658054948,268.11383154123024,269.026289989229,198805.47935495104,1,6
2019-01-03 18:00:00+00:00,269.026289989229,269.44964513354796,268.6571756426819,268.80617799798665,92655.75941945353,1,7
2019-01-03 18:30:00+00:00,268.80617799798665,269.7076778461079,266.0845289884549,267.1730278844381,218010.0194588139,1,8
2019-01-03 19:00:00+00:00,267.1730278844381,267.42298150781016,266.43674788386613,266.8548706121704,94964.9370058391,1,9
2019-01-03 19:30:00+00:00,266.8548706121704,267.01221237959203,266.59419419642586,266.8205191389898,151327.4990297693,1,10
2019-01-03 20:00:00+00:00,266.8205191389898,267.3903661442774,264.6862897290885,265.6444148045848,160278.9462448725,1,11
2019-01-03 20:30:00+00:00,265.6444148045848,266.27168288677467,263.3359031607676,264.35196637663717,242717.1537075999,1,12
2019-01-04 14:30:00+00:00,263.0683253070294,263.51941174993,262.8434381406205,263.2341600167813,211249.0228231834,2,0
2019-01-04 15:00:00+00:00,263.2341600167813,264.60655127936906,262.64969950491076,264.04091601955724,156991.1386121129,2,1
2019-01-04 15:30:00+00:00,264.04091601955724,264.3584101493029,263.4115875915359,263.7404050897095,218988.22730618098,2,2
2019-01-04 16:00:00+00:00,263.7404050897095,264.12089028193645,262.64205570185175,263.17391052802816,164433.98284684913,2,3
2019-01-04 16:30:00+00:00,263.17391052802816,264.58261871172596,262.4265666619069,264.0804681471112,183383.12555528965,2,4
2019-01-04 17:00:00+00:00,264.0804681471112,264.6705884898729,262.3630497496368,263.1004509236601,192314.2157898601,2,5
2019-01-04 17:30:00+00:00,263.1004509236601,264.2973810518126,262.4367163332332,263.8591299221803,170725.50049038045,2,6
2019-01-04 18:00:00+00:00,263.8591299221803,264.43155826033666,263.48653961940414,264.1590285927775,147167.2503240116,2,7
2019-01-04 18:30:00+00:00,264.1590285927775,264.5322226477945,263.4773381132646,263.8045974042847,134033.73355397832,2,8
